task_id,start_time,end_time,window_length,best_time
0,2013-04-20 10:33:57.092000,2013-04-20 10:36:33.655000,156.6,2013-04-20 10:35:15.373500
1,2013-04-20 12:02:54.495000,2013-04-20 12:05:48.666000,174.2,2013-04-20 12:04:21.580500
3,2013-04-20 00:07:08.618000,2013-04-20 00:09:53.563000,164.9,2013-04-20 00:08:31.090500
3,2013-04-20 11:59:21.117000,2013-04-20 12:02:11.228000,170.1,2013-04-20 12:00:46.172500
4,2013-04-20 12:11:16.720000,2013-04-20 12:14:49.995000,213.3,2013-04-20 12:13:03.357500
4,2013-04-20 20:27:55.981000,2013-04-20 20:31:46.502000,230.5,2013-04-20 20:29:51.241500
5,2013-04-20 20:29:24.933000,2013-04-20 20:32:11.372000,166.4,2013-04-20 20:30:48.152500
6,2013-04-20 12:08:58.993000,2013-04-20 12:11:57.053000,178.1,2013-04-20 12:10:28.023000
6,2013-04-20 20:30:42.207000,2013-04-20 20:30:43.840000,1.6,2013-04-20 20:30:43.023500
7,2013-04-20 13:50:25.219000,2013-04-20 13:53:18.821000,173.6,2013-04-20 13:51:52.020000
7,2013-04-20 18:46:14.998000,2013-04-20 18:49:55.305000,220.3,2013-04-20 18:48:05.151500
9,2013-04-20 20:37:03.218000,2013-04-20 20:40:41.873000,218.7,2013-04-20 20:38:52.545500
10,2013-04-20 10:28:31.619000,2013-04-20 10:31:34.561000,182.9,2013-04-20 10:30:03.090000
10,2013-04-20 20:37:03.666000,2013-04-20 20:37:42.915000,39.2,2013-04-20 20:37:23.290500
11,2013-04-20 20:34:52.368000,2013-04-20 20:38:14.696000,202.3,2013-04-20 20:36:33.532000
12,2013-04-20 00:02:19.023000,2013-04-20 00:05:36.134000,197.1,2013-04-20 00:03:57.578500
12,2013-04-20 13:38:31.540000,2013-04-20 13:41:40.856000,189.3,2013-04-20 13:40:06.198000
12,2013-04-20 23:43:18.388000,2013-04-20 23:46:35.857000,197.5,2013-04-20 23:44:57.122500
13,2013-04-20 00:05:40.289000,2013-04-20 00:08:45.259000,185.0,2013-04-20 00:07:12.774000
14,2013-04-20 00:08:17.647000,2013-04-20 00:08:23.904000,6.3,2013-04-20 00:08:20.775500
15,2013-04-20 13:49:54.094000,2013-04-20 13:53:10.579000,196.5,2013-04-20 13:51:32.336500
15,2013-04-20 20:24:34.674000,2013-04-20 20:28:17.071000,222.4,2013-04-20 20:26:25.872500
17,2013-04-20 13:49:37.444000,2013-04-20 13:52:22.596000,165.2,2013-04-20 13:51:00.020000
17,2013-04-20 20:23:30.728000,2013-04-20 20:26:41.111000,190.4,2013-04-20 20:25:05.919500
18,2013-04-20 12:10:24.805000,2013-04-20 12:13:00.896000,156.1,2013-04-20 12:11:42.850500
18,2013-04-20 20:27:36.688000,2013-04-20 20:30:17.490000,160.8,2013-04-20 20:28:57.089000
19,2013-04-20 12:10:35.559000,2013-04-20 12:10:58.212000,22.7,2013-04-20 12:10:46.885500
19,2013-04-20 20:28:35.858000,2013-04-20 20:31:58.351000,202.5,2013-04-20 20:30:17.104500
20,2013-04-20 22:09:38.910000,2013-04-20 22:12:32.832000,173.9,2013-04-20 22:11:05.871000
21,2013-04-20 00:06:50.273000,2013-04-20 00:10:12.463000,202.2,2013-04-20 00:08:31.368000
21,2013-04-20 11:59:59.781000,2013-04-20 12:02:37.785000,158.0,2013-04-20 12:01:18.783000
