task_id,start_time,end_time,window_length,best_time
0,2013-04-20 13:47:10.644,2013-04-20 13:50:12.880,182.2,2013-04-20 13:48:41.762000
0,2013-04-20 20:26:10.678,2013-04-20 20:26:35.036,24.4,2013-04-20 20:26:22.857000
1,2013-04-20 22:04:33.150,2013-04-20 22:08:17.998,224.8,2013-04-20 22:06:25.574000
2,2013-04-20 10:33:57.092,2013-04-20 10:36:33.655,156.6,2013-04-20 10:35:15.373500
3,2013-04-20 22:13:33.550,2013-04-20 22:13:38.366,4.8,2013-04-20 22:13:35.958000
4,2013-04-20 13:45:43.907,2013-04-20 13:48:38.727,174.8,2013-04-20 13:47:11.317000
4,2013-04-20 22:02:43.124,2013-04-20 22:05:39.593,176.5,2013-04-20 22:04:11.358500
5,2013-04-20 00:03:26.076,2013-04-20 00:03:37.236,11.2,2013-04-20 00:03:31.656000
5,2013-04-20 23:44:25.392,2013-04-20 23:44:33.531,8.1,2013-04-20 23:44:29.461500
6,2013-04-20 22:00:41.754,2013-04-20 22:03:38.012,176.3,2013-04-20 22:02:09.883000
7,2013-04-20 22:09:59.682,2013-04-20 22:13:16.763,197.1,2013-04-20 22:11:38.222500
8,2013-04-20 13:47:14.846,2013-04-20 13:50:49.017,214.2,2013-04-20 13:49:01.931500
8,2013-04-20 20:24:19.900,2013-04-20 20:24:48.217,28.3,2013-04-20 20:24:34.058500
9,2013-04-20 12:04:42.698,2013-04-20 12:08:02.610,199.9,2013-04-20 12:06:22.654000
9,2013-04-20 22:08:36.992,2013-04-20 22:11:14.144,157.2,2013-04-20 22:09:55.568000
10,2013-04-20 13:47:41.885,2013-04-20 13:51:20.395,218.5,2013-04-20 13:49:31.140000
10,2013-04-20 20:24:47.949,2013-04-20 20:28:03.222,195.3,2013-04-20 20:26:25.585500
11,2013-04-20 12:08:34.193,2013-04-20 12:11:10.446,156.3,2013-04-20 12:09:52.319500
12,2013-04-20 10:32:04.190,2013-04-20 10:32:38.890,34.7,2013-04-20 10:32:21.540000
13,2013-04-20 13:42:01.124,2013-04-20 13:45:42.317,221.2,2013-04-20 13:43:51.720500
14,2013-04-20 22:04:26.769,2013-04-20 22:07:39.721,193.0,2013-04-20 22:06:03.245000
15,2013-04-20 12:04:21.187,2013-04-20 12:06:57.191,156.0,2013-04-20 12:05:39.189000
15,2013-04-20 22:07:46.366,2013-04-20 22:11:07.034,200.7,2013-04-20 22:09:26.700000
16,2013-04-20 13:45:23.366,2013-04-20 13:48:01.689,158.3,2013-04-20 13:46:42.527500
16,2013-04-20 22:02:33.903,2013-04-20 22:05:11.960,158.1,2013-04-20 22:03:52.931500
17,2013-04-20 10:28:41.930,2013-04-20 10:32:15.561,213.6,2013-04-20 10:30:28.745500
18,2013-04-20 12:11:04.417,2013-04-20 12:13:41.245,156.8,2013-04-20 12:12:22.831000
18,2013-04-20 20:27:34.849,2013-04-20 20:30:22.911,168.1,2013-04-20 20:28:58.880000
19,2013-04-20 12:12:26.084,2013-04-20 12:15:04.075,158.0,2013-04-20 12:13:45.079500
20,2013-04-20 20:36:28.825,2013-04-20 20:39:13.597,164.8,2013-04-20 20:37:51.211000
22,2013-04-20 12:02:54.495,2013-04-20 12:05:48.666,174.2,2013-04-20 12:04:21.580500
23,2013-04-20 00:03:58.842,2013-04-20 00:06:46.091,167.2,2013-04-20 00:05:22.466500
23,2013-04-20 23:44:58.474,2013-04-20 23:47:45.564,167.1,2013-04-20 23:46:22.019000
24,2013-04-20 12:12:31.757,2013-04-20 12:14:18.002,106.2,2013-04-20 12:13:24.879500
24,2013-04-20 18:49:57.323,2013-04-20 18:53:40.829,223.5,2013-04-20 18:51:49.076000
25,2013-04-20 13:48:51.467,2013-04-20 13:52:03.849,192.4,2013-04-20 13:50:27.658000
25,2013-04-20 15:26:32.904,2013-04-20 15:26:33.769,0.9,2013-04-20 15:26:33.336500
25,2013-04-20 20:23:12.579,2013-04-20 20:25:56.601,164.0,2013-04-20 20:24:34.590000
26,2013-04-20 12:08:35.591,2013-04-20 12:11:22.920,167.3,2013-04-20 12:09:59.255500
27,2013-04-20 22:00:02.120,2013-04-20 22:03:38.803,216.7,2013-04-20 22:01:50.461500
28,2013-04-20 12:05:03.235,2013-04-20 12:08:00.718,177.5,2013-04-20 12:06:31.976500
28,2013-04-20 22:08:15.789,2013-04-20 22:10:52.985,157.2,2013-04-20 22:09:34.387000
30,2013-04-20 13:45:40.048,2013-04-20 13:48:59.911,199.9,2013-04-20 13:47:19.979500
30,2013-04-20 22:02:55.748,2013-04-20 22:06:05.711,190.0,2013-04-20 22:04:30.729500
32,2013-04-20 10:25:26.749,2013-04-20 10:28:11.597,164.8,2013-04-20 10:26:49.173000
32,2013-04-20 22:12:44.017,2013-04-20 22:16:14.264,210.2,2013-04-20 22:14:29.140500
33,2013-04-20 12:10:19.771,2013-04-20 12:12:58.949,159.2,2013-04-20 12:11:39.360000
33,2013-04-20 20:27:23.914,2013-04-20 20:30:07.515,163.6,2013-04-20 20:28:45.714500
34,2013-04-20 10:27:04.856,2013-04-20 10:29:48.231,163.4,2013-04-20 10:28:26.543500
35,2013-04-20 22:08:33.880,2013-04-20 22:11:51.927,198.0,2013-04-20 22:10:12.903500
36,2013-04-20 13:47:40.368,2013-04-20 13:50:53.371,193.0,2013-04-20 13:49:16.869500
36,2013-04-20 20:24:20.209,2013-04-20 20:27:52.613,212.4,2013-04-20 20:26:06.411000
37,2013-04-20 10:28:58.628,2013-04-20 10:31:57.029,178.4,2013-04-20 10:30:27.828500
38,2013-04-20 22:00:11.809,2013-04-20 22:03:21.010,189.2,2013-04-20 22:01:46.409500
39,2013-04-20 12:10:45.546,2013-04-20 12:13:22.778,157.2,2013-04-20 12:12:04.162000
39,2013-04-20 20:27:44.895,2013-04-20 20:30:23.871,159.0,2013-04-20 20:29:04.383000
40,2013-04-20 12:10:40.925,2013-04-20 12:13:56.464,195.5,2013-04-20 12:12:18.694500
40,2013-04-20 20:26:39.249,2013-04-20 20:29:19.206,160.0,2013-04-20 20:27:59.227500
41,2013-04-20 00:07:08.618,2013-04-20 00:09:53.563,164.9,2013-04-20 00:08:31.090500
41,2013-04-20 11:59:21.117,2013-04-20 12:02:11.228,170.1,2013-04-20 12:00:46.172500
42,2013-04-20 15:22:59.648,2013-04-20 15:26:23.463,203.8,2013-04-20 15:24:41.555500
42,2013-04-20 21:59:39.441,2013-04-20 22:02:26.424,167.0,2013-04-20 22:01:02.932500
43,2013-04-20 20:28:46.353,2013-04-20 20:32:10.136,203.8,2013-04-20 20:30:28.244500
44,2013-04-20 15:26:05.706,2013-04-20 15:29:14.000,188.3,2013-04-20 15:27:39.853000
44,2013-04-20 20:22:08.071,2013-04-20 20:24:50.758,162.7,2013-04-20 20:23:29.414500
45,2013-04-20 12:01:12.378,2013-04-20 12:03:50.474,158.1,2013-04-20 12:02:31.426000
46,2013-04-20 12:10:44.547,2013-04-20 12:13:20.763,156.2,2013-04-20 12:12:02.655000
46,2013-04-20 20:27:39.760,2013-04-20 20:30:18.187,158.4,2013-04-20 20:28:58.973500
47,2013-04-20 22:10:13.200,2013-04-20 22:13:16.838,183.6,2013-04-20 22:11:45.019000
48,2013-04-20 10:25:09.476,2013-04-20 10:28:49.797,220.3,2013-04-20 10:26:59.636500
48,2013-04-20 22:12:05.981,2013-04-20 22:15:16.778,190.8,2013-04-20 22:13:41.379500
50,2013-04-20 12:14:34.231,2013-04-20 12:17:34.232,180.0,2013-04-20 12:16:04.231500
50,2013-04-20 18:48:33.984,2013-04-20 18:51:33.507,179.5,2013-04-20 18:50:03.745500
51,2013-04-20 13:42:34.255,2013-04-20 13:45:59.793,205.5,2013-04-20 13:44:17.024000
53,2013-04-20 12:02:08.100,2013-04-20 12:05:08.816,180.7,2013-04-20 12:03:38.458000
54,2013-04-20 22:14:02.937,2013-04-20 22:14:05.447,2.5,2013-04-20 22:14:04.192000
55,2013-04-20 10:30:41.389,2013-04-20 10:33:18.315,156.9,2013-04-20 10:31:59.852000
55,2013-04-20 20:32:59.997,2013-04-20 20:35:37.200,157.2,2013-04-20 20:34:18.598500
56,2013-04-20 08:49:58.029,2013-04-20 08:53:40.598,222.6,2013-04-20 08:51:49.313500
56,2013-04-20 20:37:45.117,2013-04-20 20:40:33.438,168.3,2013-04-20 20:39:09.277500
57,2013-04-20 13:47:13.570,2013-04-20 13:50:48.998,215.4,2013-04-20 13:49:01.284000
57,2013-04-20 20:22:20.983,2013-04-20 20:25:54.192,213.2,2013-04-20 20:24:07.587500
58,2013-04-20 00:06:26.487,2013-04-20 00:10:10.681,224.2,2013-04-20 00:08:18.584000
58,2013-04-20 12:00:19.149,2013-04-20 12:02:58.606,159.5,2013-04-20 12:01:38.877500
59,2013-04-20 12:11:16.720,2013-04-20 12:14:49.995,213.3,2013-04-20 12:13:03.357500
59,2013-04-20 20:27:55.981,2013-04-20 20:31:46.502,230.5,2013-04-20 20:29:51.241500
