task_id,start_time,end_time,window_length,best_time
0,2013-04-20 14:00:18.472,2013-04-20 14:02:57.616,159.1,2013-04-20 14:01:38.044000
0,2013-04-20 20:34:35.858,2013-04-20 20:38:08.312,212.5,2013-04-20 20:36:22.085000
1,2013-04-20 22:16:33.699,2013-04-20 22:19:25.925,172.2,2013-04-20 22:17:59.812000
2,2013-04-20 10:47:15.579,2013-04-20 10:50:20.020,184.4,2013-04-20 10:48:47.799500
2,2013-04-20 19:04:56.931,2013-04-20 19:05:01.287,4.4,2013-04-20 19:04:59.109000
3,2013-04-20 22:21:26.480,2013-04-20 22:24:36.119,189.6,2013-04-20 22:23:01.299500
4,2013-04-20 13:58:24.185,2013-04-20 14:01:57.832,213.6,2013-04-20 14:00:11.008500
4,2013-04-20 22:13:57.120,2013-04-20 22:17:28.353,211.2,2013-04-20 22:15:42.736500
5,2013-04-20 00:19:29.725,2013-04-20 00:22:09.565,159.8,2013-04-20 00:20:49.645000
6,2013-04-20 13:57:33.674,2013-04-20 14:00:59.828,206.2,2013-04-20 13:59:16.751000
6,2013-04-20 22:12:26.390,2013-04-20 22:15:00.597,154.2,2013-04-20 22:13:43.493500
8,2013-04-20 20:36:33.514,2013-04-20 20:39:49.343,195.8,2013-04-20 20:38:11.428500
9,2013-04-20 22:20:00.710,2013-04-20 22:22:54.748,174.0,2013-04-20 22:21:27.729000
10,2013-04-20 20:36:54.475,2013-04-20 20:39:38.433,164.0,2013-04-20 20:38:16.454000
11,2013-04-20 12:21:43.607,2013-04-20 12:24:31.708,168.1,2013-04-20 12:23:07.657500
11,2013-04-20 20:43:09.572,2013-04-20 20:43:11.141,1.6,2013-04-20 20:43:10.356500
14,2013-04-20 12:23:15.449,2013-04-20 12:23:58.254,42.8,2013-04-20 12:23:36.851500
14,2013-04-20 22:15:34.431,2013-04-20 22:16:02.868,28.4,2013-04-20 22:15:48.649500
15,2013-04-20 12:17:19.258,2013-04-20 12:20:32.099,192.8,2013-04-20 12:18:55.678500
15,2013-04-20 22:19:42.170,2013-04-20 22:22:17.679,155.5,2013-04-20 22:20:59.924500
16,2013-04-20 13:58:10.040,2013-04-20 14:01:12.804,182.8,2013-04-20 13:59:41.422000
16,2013-04-20 22:14:00.311,2013-04-20 22:16:50.136,169.8,2013-04-20 22:15:25.223500
17,2013-04-20 10:42:40.155,2013-04-20 10:45:20.912,160.8,2013-04-20 10:44:00.533500
17,2013-04-20 20:43:41.894,2013-04-20 20:47:20.155,218.3,2013-04-20 20:45:31.024500
18,2013-04-20 12:24:09.944,2013-04-20 12:27:06.159,176.2,2013-04-20 12:25:38.051500
18,2013-04-20 20:39:08.610,2013-04-20 20:42:25.506,196.9,2013-04-20 20:40:47.058000
19,2013-04-20 12:25:39.049,2013-04-20 12:28:19.574,160.5,2013-04-20 12:26:59.311500
19,2013-04-20 19:00:27.831,2013-04-20 19:00:30.616,2.8,2013-04-20 19:00:29.223500
20,2013-04-20 09:07:59.173,2013-04-20 09:08:16.734,17.6,2013-04-20 09:08:07.953500
20,2013-04-20 20:47:56.420,2013-04-20 20:51:22.639,206.2,2013-04-20 20:49:39.529500
22,2013-04-20 12:15:39.961,2013-04-20 12:16:34.131,54.2,2013-04-20 12:16:07.046000
22,2013-04-20 22:20:10.851,2013-04-20 22:23:48.502,217.7,2013-04-20 22:21:59.676500
23,2013-04-20 00:18:51.528,2013-04-20 00:19:49.851,58.3,2013-04-20 00:19:20.689500
24,2013-04-20 19:02:26.186,2013-04-20 19:05:28.369,182.2,2013-04-20 19:03:57.277500
25,2013-04-20 14:01:59.188,2013-04-20 14:04:46.869,167.7,2013-04-20 14:03:23.028500
25,2013-04-20 20:34:54.155,2013-04-20 20:37:51.538,177.4,2013-04-20 20:36:22.846500
26,2013-04-20 12:21:56.033,2013-04-20 12:24:31.747,155.7,2013-04-20 12:23:13.890000
26,2013-04-20 20:42:35.288,2013-04-20 20:42:46.559,11.3,2013-04-20 20:42:40.923500
27,2013-04-20 14:00:18.359,2013-04-20 14:00:49.376,31.0,2013-04-20 14:00:33.867500
27,2013-04-20 22:11:56.704,2013-04-20 22:14:53.697,177.0,2013-04-20 22:13:25.200500
28,2013-04-20 12:17:49.922,2013-04-20 12:18:41.711,51.8,2013-04-20 12:18:15.816500
28,2013-04-20 22:19:39.347,2013-04-20 22:22:33.788,174.4,2013-04-20 22:21:06.567500
30,2013-04-20 13:58:16.587,2013-04-20 13:58:36.664,20.1,2013-04-20 13:58:26.625500
30,2013-04-20 22:14:06.016,2013-04-20 22:15:12.530,66.5,2013-04-20 22:14:39.273000
32,2013-04-20 10:39:01.815,2013-04-20 10:41:42.514,160.7,2013-04-20 10:40:22.164500
33,2013-04-20 12:23:33.856,2013-04-20 12:26:14.114,160.3,2013-04-20 12:24:53.985000
33,2013-04-20 20:39:18.083,2013-04-20 20:41:52.538,154.5,2013-04-20 20:40:35.310500
34,2013-04-20 10:40:38.618,2013-04-20 10:43:20.113,161.5,2013-04-20 10:41:59.365500
36,2013-04-20 14:00:21.659,2013-04-20 14:04:11.945,230.3,2013-04-20 14:02:16.802000
36,2013-04-20 20:36:29.760,2013-04-20 20:39:25.769,176.0,2013-04-20 20:37:57.764500
37,2013-04-20 10:42:43.074,2013-04-20 10:45:17.000,153.9,2013-04-20 10:44:00.037000
37,2013-04-20 20:44:15.814,2013-04-20 20:47:37.908,202.1,2013-04-20 20:45:56.861000
38,2013-04-20 14:00:46.687,2013-04-20 14:01:10.890,24.2,2013-04-20 14:00:58.788500
38,2013-04-20 22:12:00.509,2013-04-20 22:14:40.400,159.9,2013-04-20 22:13:20.454500
39,2013-04-20 12:23:49.924,2013-04-20 12:26:49.145,179.2,2013-04-20 12:25:19.534500
39,2013-04-20 20:39:25.467,2013-04-20 20:42:20.726,175.3,2013-04-20 20:40:53.096500
40,2013-04-20 12:24:10.477,2013-04-20 12:26:52.958,162.5,2013-04-20 12:25:31.717500
40,2013-04-20 20:38:19.748,2013-04-20 20:41:15.919,176.2,2013-04-20 20:39:47.833500
41,2013-04-20 00:22:01.682,2013-04-20 00:23:14.198,72.5,2013-04-20 00:22:37.940000
41,2013-04-20 12:12:44.214,2013-04-20 12:15:20.976,156.8,2013-04-20 12:14:02.595000
42,2013-04-20 15:35:25.149,2013-04-20 15:36:15.206,50.1,2013-04-20 15:35:50.177500
42,2013-04-20 22:11:19.442,2013-04-20 22:13:52.993,153.6,2013-04-20 22:12:36.217500
44,2013-04-20 14:04:21.992,2013-04-20 14:04:39.801,17.8,2013-04-20 14:04:30.896500
44,2013-04-20 15:38:38.650,2013-04-20 15:42:05.822,207.2,2013-04-20 15:40:22.236000
44,2013-04-20 20:34:01.825,2013-04-20 20:36:36.404,154.6,2013-04-20 20:35:19.114500
45,2013-04-20 12:14:05.569,2013-04-20 12:17:30.761,205.2,2013-04-20 12:15:48.165000
46,2013-04-20 12:23:51.161,2013-04-20 12:26:44.482,173.3,2013-04-20 12:25:17.821500
46,2013-04-20 20:39:21.515,2013-04-20 20:42:14.008,172.5,2013-04-20 20:40:47.761500
47,2013-04-20 22:21:17.885,2013-04-20 22:21:50.187,32.3,2013-04-20 22:21:34.036000
48,2013-04-20 10:39:11.807,2013-04-20 10:41:53.006,161.2,2013-04-20 10:40:32.406500
49,2013-04-20 22:11:27.744,2013-04-20 22:15:13.745,226.0,2013-04-20 22:13:20.744500
50,2013-04-20 12:27:56.080,2013-04-20 12:30:36.933,160.9,2013-04-20 12:29:16.506500
50,2013-04-20 17:22:16.945,2013-04-20 17:22:47.719,30.8,2013-04-20 17:22:32.332000
50,2013-04-20 19:00:26.412,2013-04-20 19:03:49.194,202.8,2013-04-20 19:02:07.803000
53,2013-04-20 12:15:37.605,2013-04-20 12:18:11.135,153.5,2013-04-20 12:16:54.370000
54,2013-04-20 22:21:52.667,2013-04-20 22:25:02.686,190.0,2013-04-20 22:23:27.676500
55,2013-04-20 10:43:55.093,2013-04-20 10:47:10.737,195.6,2013-04-20 10:45:32.915000
55,2013-04-20 20:44:40.708,2013-04-20 20:47:34.165,173.5,2013-04-20 20:46:07.436500
56,2013-04-20 09:04:18.173,2013-04-20 09:06:59.518,161.3,2013-04-20 09:05:38.845500
56,2013-04-20 20:49:10.267,2013-04-20 20:52:44.637,214.4,2013-04-20 20:50:57.452000
57,2013-04-20 14:00:26.573,2013-04-20 14:03:26.415,179.8,2013-04-20 14:01:56.494000
57,2013-04-20 20:34:27.880,2013-04-20 20:37:30.435,182.6,2013-04-20 20:35:59.157500
58,2013-04-20 12:13:32.153,2013-04-20 12:16:18.446,166.3,2013-04-20 12:14:55.299500
60,2013-04-20 12:18:54.410,2013-04-20 12:21:34.316,159.9,2013-04-20 12:20:14.363000
60,2013-04-20 22:17:59.021,2013-04-20 22:20:36.799,157.8,2013-04-20 22:19:17.910000
61,2013-04-20 20:41:58.384,2013-04-20 20:44:34.650,156.3,2013-04-20 20:43:16.517000
62,2013-04-20 12:22:57.194,2013-04-20 12:25:35.613,158.4,2013-04-20 12:24:16.403500
62,2013-04-20 20:38:44.227,2013-04-20 20:41:31.840,167.6,2013-04-20 20:40:08.033500
63,2013-04-20 12:24:07.909,2013-04-20 12:26:53.536,165.6,2013-04-20 12:25:30.722500
63,2013-04-20 20:39:04.274,2013-04-20 20:42:09.170,184.9,2013-04-20 20:40:36.722000
64,2013-04-20 15:37:19.244,2013-04-20 15:40:08.626,169.4,2013-04-20 15:38:43.935000
64,2013-04-20 20:32:14.595,2013-04-20 20:35:59.879,225.3,2013-04-20 20:34:07.237000
64,2013-04-20 22:09:54.445,2013-04-20 22:10:17.253,22.8,2013-04-20 22:10:05.849000
65,2013-04-20 12:25:07.888,2013-04-20 12:28:28.846,201.0,2013-04-20 12:26:48.367000
65,2013-04-20 18:59:10.412,2013-04-20 18:59:14.535,4.1,2013-04-20 18:59:12.473500
66,2013-04-20 12:21:03.616,2013-04-20 12:24:36.919,213.3,2013-04-20 12:22:50.267500
67,2013-04-20 12:23:21.837,2013-04-20 12:25:58.909,157.1,2013-04-20 12:24:40.373000
67,2013-04-20 20:38:50.341,2013-04-20 20:41:24.067,153.7,2013-04-20 20:40:07.204000
68,2013-04-20 10:43:01.976,2013-04-20 10:43:17.394,15.4,2013-04-20 10:43:09.685000
68,2013-04-20 22:21:46.554,2013-04-20 22:21:47.520,1.0,2013-04-20 22:21:47.037000
69,2013-04-20 10:45:35.473,2013-04-20 10:48:29.679,174.2,2013-04-20 10:47:02.576000
69,2013-04-20 20:42:06.961,2013-04-20 20:43:08.942,62.0,2013-04-20 20:42:37.951500
72,2013-04-20 15:37:15.306,2013-04-20 15:40:17.924,182.6,2013-04-20 15:38:46.615000
72,2013-04-20 20:32:24.333,2013-04-20 20:33:37.391,73.1,2013-04-20 20:33:00.862000
72,2013-04-20 22:10:06.877,2013-04-20 22:10:23.849,17.0,2013-04-20 22:10:15.363000
74,2013-04-20 20:47:34.582,2013-04-20 20:50:27.805,173.2,2013-04-20 20:49:01.193500
75,2013-04-20 00:16:28.738,2013-04-20 00:18:13.028,104.3,2013-04-20 00:17:20.883000
75,2013-04-20 13:52:57.890,2013-04-20 13:56:37.563,219.7,2013-04-20 13:54:47.726500
76,2013-04-20 20:48:52.329,2013-04-20 20:51:22.532,150.2,2013-04-20 20:50:07.430500
78,2013-04-20 12:15:18.831,2013-04-20 12:17:55.008,156.2,2013-04-20 12:16:36.919500
80,2013-04-20 20:41:21.093,2013-04-20 20:43:54.472,153.4,2013-04-20 20:42:37.782500
81,2013-04-20 20:47:34.106,2013-04-20 20:51:13.718,219.6,2013-04-20 20:49:23.912000
82,2013-04-20 12:16:59.951,2013-04-20 12:19:34.670,154.7,2013-04-20 12:18:17.310500
82,2013-04-20 22:18:46.030,2013-04-20 22:22:19.658,213.6,2013-04-20 22:20:32.844000
83,2013-04-20 09:02:57.397,2013-04-20 09:06:10.416,193.0,2013-04-20 09:04:33.906500
83,2013-04-20 20:49:46.119,2013-04-20 20:52:16.167,150.0,2013-04-20 20:51:01.143000
84,2013-04-20 10:40:11.850,2013-04-20 10:43:15.831,184.0,2013-04-20 10:41:43.840500
85,2013-04-20 14:00:58.983,2013-04-20 14:03:43.317,164.3,2013-04-20 14:02:21.150000
85,2013-04-20 20:34:58.231,2013-04-20 20:37:39.858,161.6,2013-04-20 20:36:19.044500
87,2013-04-20 12:18:53.628,2013-04-20 12:21:34.028,160.4,2013-04-20 12:20:13.828000
87,2013-04-20 22:18:31.603,2013-04-20 22:21:22.461,170.9,2013-04-20 22:19:57.032000
88,2013-04-20 10:42:07.867,2013-04-20 10:45:02.357,174.5,2013-04-20 10:43:35.112000
89,2013-04-20 13:59:15.733,2013-04-20 14:02:39.553,203.8,2013-04-20 14:00:57.643000
89,2013-04-20 22:11:22.976,2013-04-20 22:11:26.451,3.5,2013-04-20 22:11:24.713500
90,2013-04-20 12:13:40.595,2013-04-20 12:16:58.864,198.3,2013-04-20 12:15:19.729500
91,2013-04-20 14:00:59.546,2013-04-20 14:03:35.251,155.7,2013-04-20 14:02:17.398500
91,2013-04-20 20:35:16.120,2013-04-20 20:38:02.470,166.4,2013-04-20 20:36:39.295000
92,2013-04-20 12:26:07.791,2013-04-20 12:28:46.024,158.2,2013-04-20 12:27:26.907500
92,2013-04-20 19:00:24.017,2013-04-20 19:03:32.995,189.0,2013-04-20 19:01:58.506000
93,2013-04-20 13:59:42.429,2013-04-20 13:59:51.740,9.3,2013-04-20 13:59:47.084500
93,2013-04-20 15:37:30.234,2013-04-20 15:37:52.978,22.7,2013-04-20 15:37:41.606000
93,2013-04-20 20:33:40.122,2013-04-20 20:36:54.915,194.8,2013-04-20 20:35:17.518500
96,2013-04-20 12:21:53.745,2013-04-20 12:22:22.559,28.8,2013-04-20 12:22:08.152000
96,2013-04-20 20:37:22.339,2013-04-20 20:40:56.753,214.4,2013-04-20 20:39:09.546000
97,2013-04-20 14:01:17.882,2013-04-20 14:04:44.325,206.4,2013-04-20 14:03:01.103500
97,2013-04-20 20:36:31.185,2013-04-20 20:39:05.585,154.4,2013-04-20 20:37:48.385000
98,2013-04-20 22:23:18.157,2013-04-20 22:25:48.188,150.0,2013-04-20 22:24:33.172500
99,2013-04-20 12:22:27.609,2013-04-20 12:25:53.634,206.0,2013-04-20 12:24:10.621500
99,2013-04-20 20:40:05.952,2013-04-20 20:42:46.406,160.5,2013-04-20 20:41:26.179000
100,2013-04-20 12:22:48.174,2013-04-20 12:25:34.403,166.2,2013-04-20 12:24:11.288500
100,2013-04-20 20:39:29.516,2013-04-20 20:42:14.436,164.9,2013-04-20 20:40:51.976000
101,2013-04-20 10:44:08.121,2013-04-20 10:47:21.494,193.4,2013-04-20 10:45:44.807500
101,2013-04-20 20:44:28.624,2013-04-20 20:47:33.424,184.8,2013-04-20 20:46:01.024000
102,2013-04-20 12:24:04.785,2013-04-20 12:26:41.754,157.0,2013-04-20 12:25:23.269500
102,2013-04-20 20:38:35.449,2013-04-20 20:41:25.212,169.8,2013-04-20 20:40:00.330500
104,2013-04-20 10:45:40.907,2013-04-20 10:49:07.560,206.7,2013-04-20 10:47:24.233500
105,2013-04-20 22:24:19.696,2013-04-20 22:25:05.183,45.5,2013-04-20 22:24:42.439500
106,2013-04-20 12:26:35.449,2013-04-20 12:29:16.423,161.0,2013-04-20 12:27:55.936000
106,2013-04-20 19:01:12.203,2013-04-20 19:03:55.505,163.3,2013-04-20 19:02:33.854000
107,2013-04-20 22:22:20.680,2013-04-20 22:24:51.843,151.2,2013-04-20 22:23:36.261500
109,2013-04-20 10:46:01.300,2013-04-20 10:46:05.216,3.9,2013-04-20 10:46:03.258000
110,2013-04-20 12:22:24.705,2013-04-20 12:24:59.609,154.9,2013-04-20 12:23:42.157000
110,2013-04-20 20:38:43.157,2013-04-20 20:42:08.537,205.4,2013-04-20 20:40:25.847000
111,2013-04-20 19:02:21.500,2013-04-20 19:05:43.644,202.1,2013-04-20 19:04:02.572000
112,2013-04-20 12:29:12.587,2013-04-20 12:31:50.887,158.3,2013-04-20 12:30:31.737000
112,2013-04-20 17:23:53.093,2013-04-20 17:26:38.042,164.9,2013-04-20 17:25:15.567500
114,2013-04-20 14:03:14.101,2013-04-20 14:06:27.210,193.1,2013-04-20 14:04:50.655500
114,2013-04-20 18:58:37.469,2013-04-20 19:01:49.866,192.4,2013-04-20 19:00:13.667500
115,2013-04-20 20:36:59.962,2013-04-20 20:40:30.781,210.8,2013-04-20 20:38:45.371500
116,2013-04-20 22:22:05.970,2013-04-20 22:24:38.904,152.9,2013-04-20 22:23:22.437000
119,2013-04-20 10:39:29.499,2013-04-20 10:41:13.444,103.9,2013-04-20 10:40:21.471500
120,2013-04-20 12:15:49.161,2013-04-20 12:17:08.566,79.4,2013-04-20 12:16:28.863500
120,2013-04-20 22:20:08.668,2013-04-20 22:23:39.344,210.7,2013-04-20 22:21:54.006000
121,2013-04-20 10:39:29.246,2013-04-20 10:42:35.606,186.4,2013-04-20 10:41:02.426000
122,2013-04-20 10:43:18.425,2013-04-20 10:46:59.713,221.3,2013-04-20 10:45:09.069000
122,2013-04-20 20:45:13.267,2013-04-20 20:47:53.963,160.7,2013-04-20 20:46:33.615000
123,2013-04-20 10:46:06.985,2013-04-20 10:49:20.336,193.4,2013-04-20 10:47:43.660500
124,2013-04-20 13:58:46.634,2013-04-20 14:01:29.696,163.1,2013-04-20 14:00:08.165000
124,2013-04-20 22:12:40.625,2013-04-20 22:15:46.209,185.6,2013-04-20 22:14:13.417000
125,2013-04-20 12:18:05.436,2013-04-20 12:21:20.727,195.3,2013-04-20 12:19:43.081500
125,2013-04-20 22:17:37.986,2013-04-20 22:20:15.676,157.7,2013-04-20 22:18:56.831000
