task_id,start_time,end_time,window_length,best_time
0,2013-04-20 13:22:09.786000,2013-04-20 13:24:54.016000,164.2,2013-04-20 13:23:31.901000
0,2013-04-20 21:38:19.581000,2013-04-20 21:41:05.273000,165.7,2013-04-20 21:39:42.427000
1,2013-04-20 13:13:58.175000,2013-04-20 13:16:45.561000,167.4,2013-04-20 13:15:21.868000
2,2013-04-20 14:58:45.204000,2013-04-20 15:00:25.302000,100.1,2013-04-20 14:59:35.253000
2,2013-04-20 21:39:24.552000,2013-04-20 21:39:42.273000,17.7,2013-04-20 21:39:33.412500
3,2013-04-20 11:40:50.697000,2013-04-20 11:41:04.371000,13.7,2013-04-20 11:40:57.534000
3,2013-04-20 21:45:42.451000,2013-04-20 21:48:29.387000,166.9,2013-04-20 21:47:05.919000
4,2013-04-20 13:24:28.585000,2013-04-20 13:27:11.171000,162.6,2013-04-20 13:25:49.878000
5,2013-04-20 11:44:31.313000,2013-04-20 11:48:17.359000,226.0,2013-04-20 11:46:24.336000
5,2013-04-20 21:41:02.731000,2013-04-20 21:41:53.128000,50.4,2013-04-20 21:41:27.929500
6,2013-04-20 13:21:16.101000,2013-04-20 13:21:50.109000,34.0,2013-04-20 13:21:33.105000
6,2013-04-20 21:40:13.834000,2013-04-20 21:42:54.143000,160.3,2013-04-20 21:41:33.988500
7,2013-04-20 11:40:19.724000,2013-04-20 11:43:57.511000,217.8,2013-04-20 11:42:08.617500
9,2013-04-20 11:47:18.506000,2013-04-20 11:50:32.050000,193.5,2013-04-20 11:48:55.278000
9,2013-04-20 20:03:13.748000,2013-04-20 20:06:05.674000,171.9,2013-04-20 20:04:39.711000
10,2013-04-20 13:15:09.059000,2013-04-20 13:17:14.755000,125.7,2013-04-20 13:16:11.907000
10,2013-04-20 23:19:58.699000,2013-04-20 23:23:18.945000,200.2,2013-04-20 23:21:38.822000
11,2013-04-20 15:03:02.582000,2013-04-20 15:06:32.130000,209.5,2013-04-20 15:04:47.356000
11,2013-04-20 19:58:56.039000,2013-04-20 20:01:38.920000,162.9,2013-04-20 20:00:17.479500
12,2013-04-20 21:40:40.695000,2013-04-20 21:41:43.482000,62.8,2013-04-20 21:41:12.088500
13,2013-04-20 14:58:27.313000,2013-04-20 15:01:53.482000,206.2,2013-04-20 15:00:10.397500
14,2013-04-20 11:41:33.210000,2013-04-20 11:44:28.331000,175.1,2013-04-20 11:43:00.770500
14,2013-04-20 21:43:05.345000,2013-04-20 21:43:22.075000,16.7,2013-04-20 21:43:13.710000
15,2013-04-20 13:22:21.150000,2013-04-20 13:24:57.353000,156.2,2013-04-20 13:23:39.251500
15,2013-04-20 21:38:42.765000,2013-04-20 21:41:21.944000,159.2,2013-04-20 21:40:02.354500
16,2013-04-20 10:07:48.017000,2013-04-20 10:11:35.581000,227.6,2013-04-20 10:09:41.799000
16,2013-04-20 20:10:20.488000,2013-04-20 20:13:10.807000,170.3,2013-04-20 20:11:45.647500
17,2013-04-20 21:48:34.815000,2013-04-20 21:51:16.767000,162.0,2013-04-20 21:49:55.791000
18,2013-04-20 11:46:18.488000,2013-04-20 11:50:06.911000,228.4,2013-04-20 11:48:12.699500
18,2013-04-20 20:02:27.246000,2013-04-20 20:03:31.801000,64.6,2013-04-20 20:02:59.523500
19,2013-04-20 21:47:31.753000,2013-04-20 21:50:48.227000,196.5,2013-04-20 21:49:09.990000
20,2013-04-20 13:24:18.478000,2013-04-20 13:26:55.262000,156.8,2013-04-20 13:25:36.870000
21,2013-04-20 11:47:00.184000,2013-04-20 11:50:12.534000,192.4,2013-04-20 11:48:36.359000
21,2013-04-20 20:03:07.945000,2013-04-20 20:06:20.011000,192.1,2013-04-20 20:04:43.978000
22,2013-04-20 20:02:07.975000,2013-04-20 20:05:11.224000,183.2,2013-04-20 20:03:39.599500
23,2013-04-20 23:23:01.656000,2013-04-20 23:26:31.804000,210.1,2013-04-20 23:24:46.730000
24,2013-04-20 14:59:31.540000,2013-04-20 15:02:10.491000,159.0,2013-04-20 15:00:51.015500
24,2013-04-20 21:34:39.840000,2013-04-20 21:38:22.845000,223.0,2013-04-20 21:36:31.342500
25,2013-04-20 11:47:36.078000,2013-04-20 11:50:35.174000,179.1,2013-04-20 11:49:05.626000
25,2013-04-20 20:04:51.938000,2013-04-20 20:07:28.297000,156.4,2013-04-20 20:06:10.117500
26,2013-04-20 15:02:30.130000,2013-04-20 15:05:10.930000,160.8,2013-04-20 15:03:50.530000
26,2013-04-20 19:57:34.268000,2013-04-20 20:00:45.510000,191.2,2013-04-20 19:59:09.889000
27,2013-04-20 11:37:12.431000,2013-04-20 11:40:47.029000,214.6,2013-04-20 11:38:59.730000
27,2013-04-20 23:23:09.933000,2013-04-20 23:26:09.863000,179.9,2013-04-20 23:24:39.898000
28,2013-04-20 11:46:55.179000,2013-04-20 11:50:15.175000,200.0,2013-04-20 11:48:35.177000
28,2013-04-20 20:03:01.007000,2013-04-20 20:06:15.883000,194.9,2013-04-20 20:04:38.445000
29,2013-04-20 21:47:41.244000,2013-04-20 21:50:35.098000,173.9,2013-04-20 21:49:08.171000
30,2013-04-20 14:57:55.534000,2013-04-20 15:01:15.277000,199.7,2013-04-20 14:59:35.405500
30,2013-04-20 23:13:27.053000,2013-04-20 23:17:14.398000,227.3,2013-04-20 23:15:20.725500
31,2013-04-20 13:23:10.096000,2013-04-20 13:26:13.303000,183.2,2013-04-20 13:24:41.699500
31,2013-04-20 21:38:58.780000,2013-04-20 21:42:14.737000,196.0,2013-04-20 21:40:36.758500
32,2013-04-20 23:21:24.934000,2013-04-20 23:25:00.609000,215.7,2013-04-20 23:23:12.771500
33,2013-04-20 10:06:54.865000,2013-04-20 10:10:24.611000,209.7,2013-04-20 10:08:39.738000
33,2013-04-20 20:08:00.180000,2013-04-20 20:08:27.736000,27.6,2013-04-20 20:08:13.958000
34,2013-04-20 20:13:05.621000,2013-04-20 20:16:25.997000,200.4,2013-04-20 20:14:45.809000
35,2013-04-20 15:01:32.098000,2013-04-20 15:05:10.068000,218.0,2013-04-20 15:03:21.083000
35,2013-04-20 21:35:55.681000,2013-04-20 21:39:37.411000,221.7,2013-04-20 21:37:46.546000
36,2013-04-20 21:45:10.310000,2013-04-20 21:45:18.255000,7.9,2013-04-20 21:45:14.282500
37,2013-04-20 11:45:39.563000,2013-04-20 11:49:29.444000,229.9,2013-04-20 11:47:34.503500
37,2013-04-20 20:08:40.832000,2013-04-20 20:09:07.555000,26.7,2013-04-20 20:08:54.193500
39,2013-04-20 13:26:22.101000,2013-04-20 13:29:46.940000,204.8,2013-04-20 13:28:04.520500
39,2013-04-20 20:01:32.770000,2013-04-20 20:04:23.034000,170.3,2013-04-20 20:02:57.902000
41,2013-04-20 21:46:20.454000,2013-04-20 21:49:12.713000,172.3,2013-04-20 21:47:46.583500
42,2013-04-20 20:06:31.265000,2013-04-20 20:09:17.906000,166.6,2013-04-20 20:07:54.585500
44,2013-04-20 13:15:44.644000,2013-04-20 13:17:00.331000,75.7,2013-04-20 13:16:22.487500
