task_id,start_time,end_time,window_length,best_time
0,2013-04-20 10:10:15.833000,2013-04-20 10:13:37.761000,201.9,2013-04-20 10:11:56.797000
1,2013-04-20 11:39:20.859000,2013-04-20 11:41:58.138000,157.3,2013-04-20 11:40:39.498500
2,2013-04-20 11:41:30.517000,2013-04-20 11:44:11.035000,160.5,2013-04-20 11:42:50.776000
2,2013-04-20 21:45:59.783000,2013-04-20 21:47:18.933000,79.2,2013-04-20 21:46:39.358000
3,2013-04-20 13:21:16.101000,2013-04-20 13:21:50.109000,34.0,2013-04-20 13:21:33.105000
3,2013-04-20 21:40:13.834000,2013-04-20 21:42:54.143000,160.3,2013-04-20 21:41:33.988500
4,2013-04-20 13:21:29.973000,2013-04-20 13:24:38.839000,188.9,2013-04-20 13:23:04.406000
4,2013-04-20 21:37:42.317000,2013-04-20 21:41:01.767000,199.4,2013-04-20 21:39:22.042000
5,2013-04-20 11:48:34.933000,2013-04-20 11:52:03.288000,208.4,2013-04-20 11:50:19.110500
5,2013-04-20 20:02:40.862000,2013-04-20 20:05:47.475000,186.6,2013-04-20 20:04:14.168500
6,2013-04-20 10:09:21.967000,2013-04-20 10:12:23.273000,181.3,2013-04-20 10:10:52.620000
6,2013-04-20 20:08:47.393000,2013-04-20 20:09:51.821000,64.4,2013-04-20 20:09:19.607000
7,2013-04-20 11:39:18.760000,2013-04-20 11:42:21.177000,182.4,2013-04-20 11:40:49.968500
8,2013-04-20 10:07:48.017000,2013-04-20 10:11:35.581000,227.6,2013-04-20 10:09:41.799000
8,2013-04-20 20:10:20.488000,2013-04-20 20:13:10.807000,170.3,2013-04-20 20:11:45.647500
9,2013-04-20 21:48:34.815000,2013-04-20 21:51:16.767000,162.0,2013-04-20 21:49:55.791000
10,2013-04-20 11:42:14.772000,2013-04-20 11:44:54.231000,159.5,2013-04-20 11:43:34.501500
10,2013-04-20 21:44:19.129000,2013-04-20 21:47:03.523000,164.4,2013-04-20 21:45:41.326000
11,2013-04-20 13:24:18.478000,2013-04-20 13:26:55.262000,156.8,2013-04-20 13:25:36.870000
13,2013-04-20 14:58:50.322000,2013-04-20 15:02:09.762000,199.4,2013-04-20 15:00:30.042000
14,2013-04-20 23:23:01.656000,2013-04-20 23:26:31.804000,210.1,2013-04-20 23:24:46.730000
15,2013-04-20 11:47:36.078000,2013-04-20 11:50:35.174000,179.1,2013-04-20 11:49:05.626000
15,2013-04-20 20:04:51.938000,2013-04-20 20:07:28.297000,156.4,2013-04-20 20:06:10.117500
16,2013-04-20 11:37:12.431000,2013-04-20 11:40:47.029000,214.6,2013-04-20 11:38:59.730000
16,2013-04-20 23:23:09.933000,2013-04-20 23:26:09.863000,179.9,2013-04-20 23:24:39.898000
17,2013-04-20 11:46:55.179000,2013-04-20 11:50:15.175000,200.0,2013-04-20 11:48:35.177000
17,2013-04-20 20:03:01.007000,2013-04-20 20:06:15.883000,194.9,2013-04-20 20:04:38.445000
18,2013-04-20 21:47:41.244000,2013-04-20 21:50:35.098000,173.9,2013-04-20 21:49:08.171000
19,2013-04-20 11:50:41.511000,2013-04-20 11:50:58.650000,17.1,2013-04-20 11:50:50.080500
