task_id,start_time,end_time,window_length,best_time
0,2013-04-20 10:33:57.092000,2013-04-20 10:36:33.655000,156.6,2013-04-20 10:35:15.373500
1,2013-04-20 22:13:33.550000,2013-04-20 22:13:38.366000,4.8,2013-04-20 22:13:35.958000
2,2013-04-20 12:04:42.698000,2013-04-20 12:08:02.610000,199.9,2013-04-20 12:06:22.654000
2,2013-04-20 22:08:36.992000,2013-04-20 22:11:14.144000,157.2,2013-04-20 22:09:55.568000
3,2013-04-20 22:04:26.769000,2013-04-20 22:07:39.721000,193.0,2013-04-20 22:06:03.245000
4,2013-04-20 13:45:23.366000,2013-04-20 13:48:01.689000,158.3,2013-04-20 13:46:42.527500
4,2013-04-20 22:02:33.903000,2013-04-20 22:05:11.960000,158.1,2013-04-20 22:03:52.931500
5,2013-04-20 12:12:26.084000,2013-04-20 12:15:04.075000,158.0,2013-04-20 12:13:45.079500
7,2013-04-20 12:02:54.495000,2013-04-20 12:05:48.666000,174.2,2013-04-20 12:04:21.580500
9,2013-04-20 10:25:26.749000,2013-04-20 10:28:11.597000,164.8,2013-04-20 10:26:49.173000
9,2013-04-20 22:12:44.017000,2013-04-20 22:16:14.264000,210.2,2013-04-20 22:14:29.140500
10,2013-04-20 22:08:33.880000,2013-04-20 22:11:51.927000,198.0,2013-04-20 22:10:12.903500
11,2013-04-20 13:47:40.368000,2013-04-20 13:50:53.371000,193.0,2013-04-20 13:49:16.869500
11,2013-04-20 20:24:20.209000,2013-04-20 20:27:52.613000,212.4,2013-04-20 20:26:06.411000
12,2013-04-20 10:28:58.628000,2013-04-20 10:31:57.029000,178.4,2013-04-20 10:30:27.828500
13,2013-04-20 22:00:11.809000,2013-04-20 22:03:21.010000,189.2,2013-04-20 22:01:46.409500
14,2013-04-20 00:07:08.618000,2013-04-20 00:09:53.563000,164.9,2013-04-20 00:08:31.090500
14,2013-04-20 11:59:21.117000,2013-04-20 12:02:11.228000,170.1,2013-04-20 12:00:46.172500
15,2013-04-20 20:28:46.353000,2013-04-20 20:32:10.136000,203.8,2013-04-20 20:30:28.244500
16,2013-04-20 12:01:12.378000,2013-04-20 12:03:50.474000,158.1,2013-04-20 12:02:31.426000
17,2013-04-20 12:10:44.547000,2013-04-20 12:13:20.763000,156.2,2013-04-20 12:12:02.655000
17,2013-04-20 20:27:39.760000,2013-04-20 20:30:18.187000,158.4,2013-04-20 20:28:58.973500
18,2013-04-20 10:25:09.476000,2013-04-20 10:28:49.797000,220.3,2013-04-20 10:26:59.636500
18,2013-04-20 22:12:05.981000,2013-04-20 22:15:16.778000,190.8,2013-04-20 22:13:41.379500
19,2013-04-20 12:14:34.231000,2013-04-20 12:17:34.232000,180.0,2013-04-20 12:16:04.231500
19,2013-04-20 18:48:33.984000,2013-04-20 18:51:33.507000,179.5,2013-04-20 18:50:03.745500
20,2013-04-20 13:47:13.570000,2013-04-20 13:50:48.998000,215.4,2013-04-20 13:49:01.284000
20,2013-04-20 20:22:20.983000,2013-04-20 20:25:54.192000,213.2,2013-04-20 20:24:07.587500
21,2013-04-20 12:15:11.122000,2013-04-20 12:15:40.258000,29.1,2013-04-20 12:15:25.690000
21,2013-04-20 20:25:12.853000,2013-04-20 20:26:33.054000,80.2,2013-04-20 20:25:52.953500
23,2013-04-20 10:31:36.646000,2013-04-20 10:32:12.320000,35.7,2013-04-20 10:31:54.483000
23,2013-04-20 20:30:42.589000,2013-04-20 20:33:46.790000,184.2,2013-04-20 20:32:14.689500
24,2013-04-20 12:01:06.405000,2013-04-20 12:01:14.262000,7.9,2013-04-20 12:01:10.333500
25,2013-04-20 12:01:55.644000,2013-04-20 12:04:46.034000,170.4,2013-04-20 12:03:20.839000
26,2013-04-20 12:01:04.014000,2013-04-20 12:04:30.569000,206.6,2013-04-20 12:02:47.291500
27,2013-04-20 20:37:42.713000,2013-04-20 20:40:42.759000,180.0,2013-04-20 20:39:12.736000
28,2013-04-20 12:05:37.281000,2013-04-20 12:08:19.209000,161.9,2013-04-20 12:06:58.245000
28,2013-04-20 22:07:06.100000,2013-04-20 22:09:43.362000,157.3,2013-04-20 22:08:24.731000
29,2013-04-20 10:31:15.533000,2013-04-20 10:32:03.759000,48.2,2013-04-20 10:31:39.646000
30,2013-04-20 20:29:19.725000,2013-04-20 20:32:45.512000,205.8,2013-04-20 20:31:02.618500
31,2013-04-20 13:48:33.036000,2013-04-20 13:51:30.728000,177.7,2013-04-20 13:50:01.882000
31,2013-04-20 20:24:37.332000,2013-04-20 20:27:20.184000,162.9,2013-04-20 20:25:58.758000
32,2013-04-20 22:11:31.024000,2013-04-20 22:14:31.187000,180.2,2013-04-20 22:13:01.105500
33,2013-04-20 12:09:31.119000,2013-04-20 12:12:17.564000,166.4,2013-04-20 12:10:54.341500
33,2013-04-20 20:27:55.790000,2013-04-20 20:31:15.235000,199.4,2013-04-20 20:29:35.512500
34,2013-04-20 10:32:29.824000,2013-04-20 10:35:12.391000,162.6,2013-04-20 10:33:51.107500
35,2013-04-20 10:32:57.870000,2013-04-20 10:36:10.382000,192.5,2013-04-20 10:34:34.126000
36,2013-04-20 00:07:18.287000,2013-04-20 00:07:25.692000,7.4,2013-04-20 00:07:21.989500
36,2013-04-20 11:59:50.505000,2013-04-20 12:02:57.599000,187.1,2013-04-20 12:01:24.052000
37,2013-04-20 10:32:51.886000,2013-04-20 10:35:29.850000,158.0,2013-04-20 10:34:10.868000
39,2013-04-20 22:05:26.939000,2013-04-20 22:08:04.390000,157.5,2013-04-20 22:06:45.664500
40,2013-04-20 12:01:06.496000,2013-04-20 12:04:41.371000,214.9,2013-04-20 12:02:53.933500
41,2013-04-20 10:25:00.345000,2013-04-20 10:28:39.959000,219.6,2013-04-20 10:26:50.152000
41,2013-04-20 22:12:15.507000,2013-04-20 22:15:17.577000,182.1,2013-04-20 22:13:46.542000
42,2013-04-20 10:28:31.619000,2013-04-20 10:31:34.561000,182.9,2013-04-20 10:30:03.090000
42,2013-04-20 20:37:03.666000,2013-04-20 20:37:42.915000,39.2,2013-04-20 20:37:23.290500
43,2013-04-20 20:34:43.531000,2013-04-20 20:38:30.238000,226.7,2013-04-20 20:36:36.884500
45,2013-04-20 12:09:32.011000,2013-04-20 12:12:51.886000,199.9,2013-04-20 12:11:11.948500
45,2013-04-20 20:26:29.417000,2013-04-20 20:29:46.715000,197.3,2013-04-20 20:28:08.066000
46,2013-04-20 15:23:57.995000,2013-04-20 15:27:05.792000,187.8,2013-04-20 15:25:31.893500
46,2013-04-20 17:01:39.880000,2013-04-20 17:02:00.722000,20.8,2013-04-20 17:01:50.301000
46,2013-04-20 21:57:54.689000,2013-04-20 22:00:54.819000,180.1,2013-04-20 21:59:24.754000
47,2013-04-20 13:49:54.094000,2013-04-20 13:53:10.579000,196.5,2013-04-20 13:51:32.336500
47,2013-04-20 20:24:34.674000,2013-04-20 20:28:17.071000,222.4,2013-04-20 20:26:25.872500
48,2013-04-20 10:35:38.941000,2013-04-20 10:39:06.406000,207.5,2013-04-20 10:37:22.673500
48,2013-04-20 18:51:49.851000,2013-04-20 18:54:27.894000,158.0,2013-04-20 18:53:08.872500
49,2013-04-20 15:25:21.906000,2013-04-20 15:28:36.253000,194.3,2013-04-20 15:26:59.079500
