task_id,start_time,end_time,window_length,best_time
0,2013-04-20 05:04:19.807,2013-04-20 05:06:50.716,150.9,2013-04-20 05:05:35.261500
2,2013-04-20 04:28:51.934,2013-04-20 04:32:01.203,189.3,2013-04-20 04:30:26.568500
3,2013-04-20 10:36:57.053,2013-04-20 10:38:12.503,75.5,2013-04-20 10:37:34.778000
4,2013-04-20 06:34:42.709,2013-04-20 06:37:14.740,152.0,2013-04-20 06:35:58.724500
4,2013-04-20 20:10:06.314,2013-04-20 20:12:47.738,161.4,2013-04-20 20:11:27.026000
5,2013-04-20 23:08:18.862,2013-04-20 23:11:46.887,208.0,2013-04-20 23:10:02.874500
6,2013-04-20 05:13:01.323,2013-04-20 05:16:39.181,217.9,2013-04-20 05:14:50.252000
6,2013-04-20 15:12:12.307,2013-04-20 15:14:51.041,158.7,2013-04-20 15:13:31.674000
7,2013-04-20 03:36:44.732,2013-04-20 03:39:16.047,151.3,2013-04-20 03:38:00.389500
8,2013-04-20 07:16:34.506,2013-04-20 07:19:10.343,155.8,2013-04-20 07:17:52.424500
8,2013-04-20 22:37:23.003,2013-04-20 22:40:02.365,159.4,2013-04-20 22:38:42.684000
9,2013-04-20 18:32:10.706,2013-04-20 18:34:50.701,160.0,2013-04-20 18:33:30.703500
10,2013-04-20 08:28:46.471,2013-04-20 08:31:20.316,153.8,2013-04-20 08:30:03.393500
10,2013-04-20 16:42:00.057,2013-04-20 16:42:34.425,34.4,2013-04-20 16:42:17.241000
12,2013-04-20 02:31:32.407,2013-04-20 02:34:07.626,155.2,2013-04-20 02:32:50.016500
12,2013-04-20 17:53:38.613,2013-04-20 17:57:22.068,223.5,2013-04-20 17:55:30.340500
13,2013-04-20 04:54:21.071,2013-04-20 04:55:27.042,66.0,2013-04-20 04:54:54.056500
13,2013-04-20 20:16:44.540,2013-04-20 20:19:42.308,177.8,2013-04-20 20:18:13.424000
14,2013-04-20 23:14:57.845,2013-04-20 23:17:40.225,162.4,2013-04-20 23:16:19.035000
15,2013-04-20 05:22:50.065,2013-04-20 05:23:25.000,34.9,2013-04-20 05:23:07.532500
15,2013-04-20 13:31:28.200,2013-04-20 13:31:52.930,24.7,2013-04-20 13:31:40.565000
16,2013-04-20 05:47:42.073,2013-04-20 05:50:35.578,173.5,2013-04-20 05:49:08.825500
16,2013-04-20 19:22:12.574,2013-04-20 19:24:58.683,166.1,2013-04-20 19:23:35.628500
17,2013-04-20 13:07:19.244,2013-04-20 13:09:54.065,154.8,2013-04-20 13:08:36.654500
17,2013-04-20 23:04:13.909,2013-04-20 23:05:20.978,67.1,2013-04-20 23:04:47.443500
18,2013-04-20 05:46:42.755,2013-04-20 05:49:17.461,154.7,2013-04-20 05:48:00.108000
18,2013-04-20 19:23:15.468,2013-04-20 19:25:49.244,153.8,2013-04-20 19:24:32.356000
19,2013-04-20 22:19:19.373,2013-04-20 22:19:29.515,10.1,2013-04-20 22:19:24.444000
20,2013-04-20 03:30:03.851,2013-04-20 03:32:34.284,150.4,2013-04-20 03:31:19.067500
21,2013-04-20 09:13:35.832,2013-04-20 09:17:01.485,205.7,2013-04-20 09:15:18.658500
21,2013-04-20 17:28:59.723,2013-04-20 17:32:00.104,180.4,2013-04-20 17:30:29.913500
22,2013-04-20 04:22:16.002,2013-04-20 04:25:44.941,208.9,2013-04-20 04:24:00.471500
24,2013-04-20 17:37:56.495,2013-04-20 17:40:48.245,171.8,2013-04-20 17:39:22.370000
25,2013-04-20 16:23:16.890,2013-04-20 16:25:51.683,154.8,2013-04-20 16:24:34.286500
25,2013-04-20 22:57:03.836,2013-04-20 22:59:40.157,156.3,2013-04-20 22:58:21.996500
26,2013-04-20 03:36:52.240,2013-04-20 03:39:27.326,155.1,2013-04-20 03:38:09.783000
28,2013-04-20 12:15:36.367,2013-04-20 12:18:27.710,171.3,2013-04-20 12:17:02.038500
29,2013-04-20 04:53:54.211,2013-04-20 04:56:27.326,153.1,2013-04-20 04:55:10.768500
29,2013-04-20 20:15:32.567,2013-04-20 20:18:30.853,178.3,2013-04-20 20:17:01.710000
30,2013-04-20 23:15:07.055,2013-04-20 23:18:39.499,212.4,2013-04-20 23:16:53.277000
31,2013-04-20 03:46:15.534,2013-04-20 03:49:48.216,212.7,2013-04-20 03:48:01.875000
31,2013-04-20 10:20:06.870,2013-04-20 10:22:59.653,172.8,2013-04-20 10:21:33.261500
32,2013-04-20 09:03:49.853,2013-04-20 09:04:43.488,53.6,2013-04-20 09:04:16.670500
34,2013-04-20 12:00:51.956,2013-04-20 12:04:18.335,206.4,2013-04-20 12:02:35.145500
35,2013-04-20 08:03:51.526,2013-04-20 08:06:39.183,167.7,2013-04-20 08:05:15.354500
35,2013-04-20 23:24:55.869,2013-04-20 23:27:47.050,171.2,2013-04-20 23:26:21.459500
36,2013-04-20 03:13:19.038,2013-04-20 03:16:18.359,179.3,2013-04-20 03:14:48.698500
36,2013-04-20 21:55:35.184,2013-04-20 21:58:11.354,156.2,2013-04-20 21:56:53.269000
37,2013-04-20 18:15:02.763,2013-04-20 18:15:30.899,28.1,2013-04-20 18:15:16.831000
39,2013-04-20 00:39:14.353,2013-04-20 00:41:48.565,154.2,2013-04-20 00:40:31.459000
39,2013-04-20 07:12:21.232,2013-04-20 07:15:23.230,182.0,2013-04-20 07:13:52.231000
41,2013-04-20 02:53:11.240,2013-04-20 02:56:41.986,210.7,2013-04-20 02:54:56.613000
42,2013-04-20 06:06:21.885,2013-04-20 06:09:21.700,179.8,2013-04-20 06:07:51.792500
42,2013-04-20 14:21:19.917,2013-04-20 14:24:41.987,202.1,2013-04-20 14:23:00.952000
43,2013-04-20 00:23:38.734,2013-04-20 00:26:14.462,155.7,2013-04-20 00:24:56.598000
43,2013-04-20 12:11:15.529,2013-04-20 12:14:06.622,171.1,2013-04-20 12:12:41.075500
44,2013-04-20 05:56:17.150,2013-04-20 05:59:21.100,184.0,2013-04-20 05:57:49.125000
45,2013-04-20 03:32:20.913,2013-04-20 03:35:12.659,171.7,2013-04-20 03:33:46.786000
45,2013-04-20 15:20:30.183,2013-04-20 15:23:25.870,175.7,2013-04-20 15:21:58.026500
46,2013-04-20 03:40:42.642,2013-04-20 03:44:07.656,205.0,2013-04-20 03:42:25.149000
47,2013-04-20 01:43:51.942,2013-04-20 01:47:35.907,224.0,2013-04-20 01:45:43.924500
47,2013-04-20 17:08:11.820,2013-04-20 17:09:00.987,49.2,2013-04-20 17:08:36.403500
48,2013-04-20 10:47:34.419,2013-04-20 10:51:21.849,227.4,2013-04-20 10:49:28.134000
48,2013-04-20 19:05:52.254,2013-04-20 19:08:44.398,172.1,2013-04-20 19:07:18.326000
49,2013-04-20 02:08:37.278,2013-04-20 02:11:58.870,201.6,2013-04-20 02:10:18.074000
49,2013-04-20 10:26:03.161,2013-04-20 10:28:41.363,158.2,2013-04-20 10:27:22.262000
50,2013-04-20 02:05:29.820,2013-04-20 02:08:23.915,174.1,2013-04-20 02:06:56.867500
50,2013-04-20 12:03:58.634,2013-04-20 12:04:51.138,52.5,2013-04-20 12:04:24.886000
51,2013-04-20 13:16:13.202,2013-04-20 13:19:29.125,195.9,2013-04-20 13:17:51.163500
51,2013-04-20 18:11:39.624,2013-04-20 18:14:39.301,179.7,2013-04-20 18:13:09.462500
52,2013-04-20 01:20:58.858,2013-04-20 01:24:08.020,189.2,2013-04-20 01:22:33.439000
52,2013-04-20 09:36:40.894,2013-04-20 09:40:11.173,210.3,2013-04-20 09:38:26.033500
53,2013-04-20 02:14:32.012,2013-04-20 02:17:08.416,156.4,2013-04-20 02:15:50.214000
53,2013-04-20 07:08:58.976,2013-04-20 07:12:11.809,192.8,2013-04-20 07:10:35.392500
54,2013-04-20 08:13:38.702,2013-04-20 08:17:18.326,219.6,2013-04-20 08:15:28.514000
54,2013-04-20 20:05:23.580,2013-04-20 20:08:07.424,163.8,2013-04-20 20:06:45.502000
55,2013-04-20 01:40:31.333,2013-04-20 01:44:08.449,217.1,2013-04-20 01:42:19.891000
55,2013-04-20 18:43:13.499,2013-04-20 18:46:27.109,193.6,2013-04-20 18:44:50.304000
56,2013-04-20 10:44:39.313,2013-04-20 10:47:22.804,163.5,2013-04-20 10:46:01.058500
56,2013-04-20 20:43:58.747,2013-04-20 20:47:03.982,185.2,2013-04-20 20:45:31.364500
57,2013-04-20 09:52:49.360,2013-04-20 09:55:20.878,151.5,2013-04-20 09:54:05.119000
59,2013-04-20 03:29:58.992,2013-04-20 03:32:32.884,153.9,2013-04-20 03:31:15.938000
60,2013-04-20 01:59:11.055,2013-04-20 01:59:11.727,0.7,2013-04-20 01:59:11.391000
61,2013-04-20 10:00:59.962,2013-04-20 10:03:32.499,152.5,2013-04-20 10:02:16.230500
61,2013-04-20 18:17:18.716,2013-04-20 18:20:24.270,185.6,2013-04-20 18:18:51.493000
62,2013-04-20 16:22:06.584,2013-04-20 16:24:45.760,159.2,2013-04-20 16:23:26.172000
62,2013-04-20 22:56:19.436,2013-04-20 22:59:44.672,205.2,2013-04-20 22:58:02.054000
63,2013-04-20 13:08:50.471,2013-04-20 13:11:22.459,152.0,2013-04-20 13:10:06.465000
64,2013-04-20 00:10:11.539,2013-04-20 00:13:43.204,211.7,2013-04-20 00:11:57.371500
64,2013-04-20 15:31:03.521,2013-04-20 15:34:03.084,179.6,2013-04-20 15:32:33.302500
65,2013-04-20 03:00:06.672,2013-04-20 03:03:46.122,219.5,2013-04-20 03:01:56.397000
65,2013-04-20 04:37:58.125,2013-04-20 04:41:32.184,214.1,2013-04-20 04:39:45.154500
65,2013-04-20 07:58:29.576,2013-04-20 07:58:33.207,3.6,2013-04-20 07:58:31.391500
65,2013-04-20 09:33:01.794,2013-04-20 09:35:51.897,170.1,2013-04-20 09:34:26.845500
66,2013-04-20 08:29:55.536,2013-04-20 08:33:28.336,212.8,2013-04-20 08:31:41.936000
66,2013-04-20 10:07:31.990,2013-04-20 10:07:41.059,9.1,2013-04-20 10:07:36.524500
66,2013-04-20 15:03:39.054,2013-04-20 15:06:19.886,160.8,2013-04-20 15:04:59.470000
67,2013-04-20 01:44:04.480,2013-04-20 01:45:13.965,69.5,2013-04-20 01:44:39.222500
67,2013-04-20 17:08:04.267,2013-04-20 17:11:00.676,176.4,2013-04-20 17:09:32.471500
69,2013-04-20 16:14:36.419,2013-04-20 16:15:04.989,28.6,2013-04-20 16:14:50.704000
70,2013-04-20 06:47:24.650,2013-04-20 06:51:00.936,216.3,2013-04-20 06:49:12.793000
70,2013-04-20 16:48:53.007,2013-04-20 16:51:45.667,172.7,2013-04-20 16:50:19.337000
71,2013-04-20 17:38:57.442,2013-04-20 17:41:27.603,150.2,2013-04-20 17:40:12.522500
72,2013-04-20 21:51:28.814,2013-04-20 21:54:38.792,190.0,2013-04-20 21:53:03.803000
73,2013-04-20 10:03:52.536,2013-04-20 10:07:22.608,210.1,2013-04-20 10:05:37.572000
73,2013-04-20 16:37:49.221,2013-04-20 16:41:00.877,191.7,2013-04-20 16:39:25.049000
74,2013-04-20 02:38:18.113,2013-04-20 02:41:47.177,209.1,2013-04-20 02:40:02.645000
74,2013-04-20 16:14:37.010,2013-04-20 16:18:05.310,208.3,2013-04-20 16:16:21.160000
75,2013-04-20 00:21:38.669,2013-04-20 00:21:43.184,4.5,2013-04-20 00:21:40.926500
75,2013-04-20 12:13:05.994,2013-04-20 12:15:40.528,154.5,2013-04-20 12:14:23.261000
77,2013-04-20 11:38:40.828,2013-04-20 11:42:08.919,208.1,2013-04-20 11:40:24.873500
77,2013-04-20 18:12:31.582,2013-04-20 18:15:22.202,170.6,2013-04-20 18:13:56.892000
78,2013-04-20 16:11:15.582,2013-04-20 16:14:04.652,169.1,2013-04-20 16:12:40.117000
79,2013-04-20 02:35:34.511,2013-04-20 02:39:07.955,213.4,2013-04-20 02:37:21.233000
79,2013-04-20 16:15:40.394,2013-04-20 16:19:19.521,219.1,2013-04-20 16:17:29.957500
80,2013-04-20 06:49:05.411,2013-04-20 06:51:38.835,153.4,2013-04-20 06:50:22.123000
80,2013-04-20 16:47:04.074,2013-04-20 16:50:45.532,221.5,2013-04-20 16:48:54.803000
81,2013-04-20 06:06:49.249,2013-04-20 06:09:44.278,175.0,2013-04-20 06:08:16.763500
81,2013-04-20 14:19:49.296,2013-04-20 14:23:27.195,217.9,2013-04-20 14:21:38.245500
82,2013-04-20 07:38:03.303,2013-04-20 07:41:23.177,199.9,2013-04-20 07:39:43.240000
84,2013-04-20 08:00:51.178,2013-04-20 08:04:28.915,217.7,2013-04-20 08:02:40.046500
85,2013-04-20 06:04:33.806,2013-04-20 06:08:22.850,229.0,2013-04-20 06:06:28.328000
85,2013-04-20 14:19:49.055,2013-04-20 14:22:46.053,177.0,2013-04-20 14:21:17.554000
86,2013-04-20 06:53:11.592,2013-04-20 06:56:56.266,224.7,2013-04-20 06:55:03.929000
86,2013-04-20 15:09:00.320,2013-04-20 15:12:33.227,212.9,2013-04-20 15:10:46.773500
87,2013-04-20 05:04:23.238,2013-04-20 05:07:33.766,190.5,2013-04-20 05:05:58.502000
87,2013-04-20 16:56:04.668,2013-04-20 16:59:31.607,206.9,2013-04-20 16:57:48.137500
88,2013-04-20 18:32:50.918,2013-04-20 18:35:56.248,185.3,2013-04-20 18:34:23.583000
89,2013-04-20 21:51:04.874,2013-04-20 21:54:35.037,210.2,2013-04-20 21:52:49.955500
90,2013-04-20 02:03:59.792,2013-04-20 02:04:14.737,14.9,2013-04-20 02:04:07.264500
90,2013-04-20 12:05:28.880,2013-04-20 12:08:42.390,193.5,2013-04-20 12:07:05.635000
91,2013-04-20 05:38:56.850,2013-04-20 05:40:30.502,93.7,2013-04-20 05:39:43.676000
91,2013-04-20 22:41:47.899,2013-04-20 22:45:33.991,226.1,2013-04-20 22:43:40.945000
93,2013-04-20 07:40:19.248,2013-04-20 07:43:09.284,170.0,2013-04-20 07:41:44.266000
93,2013-04-20 15:55:04.344,2013-04-20 15:57:39.807,155.5,2013-04-20 15:56:22.075500
