task_id,start_time,end_time,window_length,best_time
0,2013-04-20 17:37:39.036,2013-04-20 17:40:32.192,173.2,2013-04-20 17:39:05.614000
1,2013-04-20 21:36:39.119,2013-04-20 21:39:12.946,153.8,2013-04-20 21:37:56.032500
2,2013-04-20 05:09:53.549,2013-04-20 05:13:19.667,206.1,2013-04-20 05:11:36.608000
2,2013-04-20 13:28:02.443,2013-04-20 13:30:42.661,160.2,2013-04-20 13:29:22.552000
3,2013-04-20 11:16:07.862,2013-04-20 11:19:43.477,215.6,2013-04-20 11:17:55.669500
3,2013-04-20 23:07:39.593,2013-04-20 23:10:12.948,153.4,2013-04-20 23:08:56.270500
5,2013-04-20 12:08:58.297,2013-04-20 12:11:33.237,154.9,2013-04-20 12:10:15.767000
6,2013-04-20 05:54:25.345,2013-04-20 05:57:42.611,197.3,2013-04-20 05:56:03.978000
7,2013-04-20 14:21:34.271,2013-04-20 14:24:18.644,164.4,2013-04-20 14:22:56.457500
9,2013-04-20 05:42:45.928,2013-04-20 05:45:48.117,182.2,2013-04-20 05:44:17.022500
10,2013-04-20 15:46:30.373,2013-04-20 15:49:34.759,184.4,2013-04-20 15:48:02.566000
11,2013-04-20 07:21:06.473,2013-04-20 07:23:53.868,167.4,2013-04-20 07:22:30.170500
11,2013-04-20 19:09:59.892,2013-04-20 19:12:53.327,173.4,2013-04-20 19:11:26.609500
12,2013-04-20 18:36:07.591,2013-04-20 18:38:52.609,165.0,2013-04-20 18:37:30.100000
13,2013-04-20 03:57:45.309,2013-04-20 04:01:06.646,201.3,2013-04-20 03:59:25.977500
15,2013-04-20 06:01:12.765,2013-04-20 06:03:49.699,156.9,2013-04-20 06:02:31.232000
15,2013-04-20 12:35:58.472,2013-04-20 12:38:46.277,167.8,2013-04-20 12:37:22.374500
17,2013-04-20 22:11:52.340,2013-04-20 22:12:32.747,40.4,2013-04-20 22:12:12.543500
19,2013-04-20 11:22:15.491,2013-04-20 11:25:53.679,218.2,2013-04-20 11:24:04.585000
20,2013-04-20 16:03:02.937,2013-04-20 16:06:15.252,192.3,2013-04-20 16:04:39.094500
21,2013-04-20 09:55:15.327,2013-04-20 09:58:14.709,179.4,2013-04-20 09:56:45.018000
21,2013-04-20 18:10:48.050,2013-04-20 18:14:09.902,201.9,2013-04-20 18:12:28.976000
22,2013-04-20 15:10:39.871,2013-04-20 15:13:12.679,152.8,2013-04-20 15:11:56.275000
23,2013-04-20 08:53:20.320,2013-04-20 08:56:26.244,185.9,2013-04-20 08:54:53.282000
23,2013-04-20 20:45:40.371,2013-04-20 20:49:03.410,203.0,2013-04-20 20:47:21.890500
24,2013-04-20 06:35:58.503,2013-04-20 06:39:24.456,206.0,2013-04-20 06:37:41.479500
25,2013-04-20 17:04:48.348,2013-04-20 17:08:16.711,208.4,2013-04-20 17:06:32.529500
25,2013-04-20 22:00:39.404,2013-04-20 22:00:54.123,14.7,2013-04-20 22:00:46.763500
25,2013-04-20 23:38:33.898,2013-04-20 23:38:56.296,22.4,2013-04-20 23:38:45.097000
26,2013-04-20 14:21:19.627,2013-04-20 14:24:06.808,167.2,2013-04-20 14:22:43.217500
27,2013-04-20 03:21:57.924,2013-04-20 03:25:06.357,188.4,2013-04-20 03:23:32.140500
27,2013-04-20 15:14:38.618,2013-04-20 15:14:39.844,1.2,2013-04-20 15:14:39.231000
28,2013-04-20 23:01:37.654,2013-04-20 23:04:12.864,155.2,2013-04-20 23:02:55.259000
29,2013-04-20 20:57:32.086,2013-04-20 21:00:57.322,205.2,2013-04-20 20:59:14.704000
30,2013-04-20 10:27:24.084,2013-04-20 10:30:05.398,161.3,2013-04-20 10:28:44.741000
31,2013-04-20 04:27:42.939,2013-04-20 04:30:21.206,158.3,2013-04-20 04:29:02.072500
31,2013-04-20 11:01:35.101,2013-04-20 11:04:32.666,177.6,2013-04-20 11:03:03.883500
32,2013-04-20 19:54:51.971,2013-04-20 19:58:30.867,218.9,2013-04-20 19:56:41.419000
33,2013-04-20 03:30:48.912,2013-04-20 03:33:23.686,154.8,2013-04-20 03:32:06.299000
33,2013-04-20 13:32:02.860,2013-04-20 13:34:43.556,160.7,2013-04-20 13:33:23.208000
34,2013-04-20 02:47:28.500,2013-04-20 02:50:16.186,167.7,2013-04-20 02:48:52.343000
34,2013-04-20 11:07:42.693,2013-04-20 11:08:13.832,31.1,2013-04-20 11:07:58.262500
36,2013-04-20 03:54:29.716,2013-04-20 03:57:09.175,159.5,2013-04-20 03:55:49.445500
36,2013-04-20 22:37:34.238,2013-04-20 22:40:49.182,194.9,2013-04-20 22:39:11.710000
37,2013-04-20 10:42:10.119,2013-04-20 10:44:46.130,156.0,2013-04-20 10:43:28.124500
37,2013-04-20 18:57:47.115,2013-04-20 19:00:29.466,162.4,2013-04-20 18:59:08.290500
38,2013-04-20 21:28:59.192,2013-04-20 21:32:01.103,181.9,2013-04-20 21:30:30.147500
39,2013-04-20 01:19:42.918,2013-04-20 01:23:09.557,206.6,2013-04-20 01:21:26.237500
39,2013-04-20 06:15:37.746,2013-04-20 06:18:50.219,192.5,2013-04-20 06:17:13.982500
40,2013-04-20 08:54:59.247,2013-04-20 08:57:32.667,153.4,2013-04-20 08:56:15.957000
