task_id,start_time,end_time,window_length,best_time
0,2013-04-20 04:56:17.483,2013-04-20 04:59:10.267,172.8,2013-04-20 04:57:43.875000
1,2013-04-20 08:50:41.707,2013-04-20 08:54:17.578,215.9,2013-04-20 08:52:29.642500
2,2013-04-20 04:20:42.291,2013-04-20 04:24:23.792,221.5,2013-04-20 04:22:33.041500
4,2013-04-20 06:26:46.805,2013-04-20 06:29:39.376,172.6,2013-04-20 06:28:13.090500
4,2013-04-20 20:03:18.255,2013-04-20 20:05:52.336,154.1,2013-04-20 20:04:35.295500
5,2013-04-20 23:01:55.568,2013-04-20 23:04:53.074,177.5,2013-04-20 23:03:24.321000
6,2013-04-20 15:04:53.191,2013-04-20 15:07:49.286,176.1,2013-04-20 15:06:21.238500
7,2013-04-20 03:28:38.331,2013-04-20 03:31:30.076,171.7,2013-04-20 03:30:04.203500
8,2013-04-20 07:08:52.728,2013-04-20 07:11:29.638,156.9,2013-04-20 07:10:11.183000
8,2013-04-20 22:30:46.066,2013-04-20 22:33:21.408,155.3,2013-04-20 22:32:03.737000
9,2013-04-20 18:25:15.748,2013-04-20 18:27:49.323,153.6,2013-04-20 18:26:32.535500
10,2013-04-20 08:21:09.641,2013-04-20 08:23:46.579,156.9,2013-04-20 08:22:28.110000
10,2013-04-20 16:35:12.459,2013-04-20 16:38:47.115,214.7,2013-04-20 16:36:59.787000
12,2013-04-20 02:23:30.096,2013-04-20 02:26:09.697,159.6,2013-04-20 02:24:49.896500
13,2013-04-20 04:46:44.540,2013-04-20 04:50:08.185,203.6,2013-04-20 04:48:26.362500
13,2013-04-20 20:09:59.699,2013-04-20 20:12:44.257,164.6,2013-04-20 20:11:21.978000
14,2013-04-20 11:14:46.961,2013-04-20 11:16:19.384,92.4,2013-04-20 11:15:33.172500
14,2013-04-20 23:08:07.234,2013-04-20 23:11:12.836,185.6,2013-04-20 23:09:40.035000
15,2013-04-20 06:49:32.986,2013-04-20 06:49:55.987,23.0,2013-04-20 06:49:44.486500
15,2013-04-20 13:24:27.234,2013-04-20 13:28:06.639,219.4,2013-04-20 13:26:16.936500
16,2013-04-20 05:39:36.852,2013-04-20 05:43:02.843,206.0,2013-04-20 05:41:19.847500
16,2013-04-20 19:15:25.118,2013-04-20 19:18:00.159,155.0,2013-04-20 19:16:42.638500
17,2013-04-20 12:59:52.399,2013-04-20 13:02:46.698,174.3,2013-04-20 13:01:19.548500
17,2013-04-20 22:57:52.545,2013-04-20 23:01:15.273,202.7,2013-04-20 22:59:33.909000
18,2013-04-20 05:38:47.170,2013-04-20 05:41:36.075,168.9,2013-04-20 05:40:11.622500
18,2013-04-20 19:16:13.346,2013-04-20 19:19:06.736,173.4,2013-04-20 19:17:40.041000
