task_id,start_time,end_time,window_length,best_time
0,2013-04-20 05:15:57.006,2013-04-20 05:18:46.594,169.6,2013-04-20 05:17:21.800000
0,2013-04-20 17:07:49.895,2013-04-20 17:11:24.816,214.9,2013-04-20 17:09:37.355500
2,2013-04-20 04:40:49.609,2013-04-20 04:43:28.674,159.1,2013-04-20 04:42:09.141500
3,2013-04-20 10:47:00.617,2013-04-20 10:49:53.657,173.0,2013-04-20 10:48:27.137000
4,2013-04-20 06:46:27.432,2013-04-20 06:49:13.738,166.3,2013-04-20 06:47:50.585000
4,2013-04-20 20:22:32.700,2013-04-20 20:26:00.061,207.4,2013-04-20 20:24:16.380500
6,2013-04-20 05:25:10.313,2013-04-20 05:28:03.253,172.9,2013-04-20 05:26:36.783000
6,2013-04-20 15:24:40.257,2013-04-20 15:27:21.463,161.2,2013-04-20 15:26:00.860000
7,2013-04-20 03:48:17.385,2013-04-20 03:51:05.879,168.5,2013-04-20 03:49:41.632000
7,2013-04-20 13:51:35.734,2013-04-20 13:55:19.963,224.2,2013-04-20 13:53:27.848500
8,2013-04-20 07:28:19.702,2013-04-20 07:31:16.660,177.0,2013-04-20 07:29:48.181000
8,2013-04-20 22:50:04.317,2013-04-20 22:53:19.791,195.5,2013-04-20 22:51:42.054000
9,2013-04-20 18:44:29.291,2013-04-20 18:47:58.187,208.9,2013-04-20 18:46:13.739000
10,2013-04-20 08:40:37.784,2013-04-20 08:43:30.953,173.2,2013-04-20 08:42:04.368500
11,2013-04-20 06:51:08.930,2013-04-20 06:54:53.766,224.8,2013-04-20 06:53:01.348000
11,2013-04-20 18:40:10.165,2013-04-20 18:43:46.005,215.8,2013-04-20 18:41:58.085000
12,2013-04-20 02:43:02.637,2013-04-20 02:45:50.163,167.5,2013-04-20 02:44:26.400000
12,2013-04-20 18:06:35.217,2013-04-20 18:09:39.101,183.9,2013-04-20 18:08:07.159000
13,2013-04-20 20:29:14.197,2013-04-20 20:32:50.463,216.3,2013-04-20 20:31:02.330000
14,2013-04-20 23:28:00.982,2013-04-20 23:30:40.912,159.9,2013-04-20 23:29:20.947000
15,2013-04-20 05:31:28.931,2013-04-20 05:34:52.049,203.1,2013-04-20 05:33:10.490000
