task_id,start_time,end_time,window_length,best_time
1,2013-04-20 08:35:05.974,2013-04-20 08:37:47.134,161.2,2013-04-20 08:36:26.554000
2,2013-04-20 14:01:02.367,2013-04-20 14:04:44.473,222.1,2013-04-20 14:02:53.420000
4,2013-04-20 06:13:34.955,2013-04-20 06:13:54.407,19.5,2013-04-20 06:13:44.681000
4,2013-04-20 19:48:10.900,2013-04-20 19:51:22.805,191.9,2013-04-20 19:49:46.852500
5,2013-04-20 22:47:34.389,2013-04-20 22:50:14.296,159.9,2013-04-20 22:48:54.342500
6,2013-04-20 14:52:13.429,2013-04-20 14:53:01.500,48.1,2013-04-20 14:52:37.464500
7,2013-04-20 03:15:26.647,2013-04-20 03:15:31.210,4.6,2013-04-20 03:15:28.928500
8,2013-04-20 06:52:15.864,2013-04-20 06:55:35.236,199.4,2013-04-20 06:53:55.550000
8,2013-04-20 22:16:00.977,2013-04-20 22:18:55.774,174.8,2013-04-20 22:17:28.375500
9,2013-04-20 06:15:12.904,2013-04-20 06:18:50.012,217.1,2013-04-20 06:17:01.458000
9,2013-04-20 18:09:51.323,2013-04-20 18:13:13.541,202.2,2013-04-20 18:11:32.432000
10,2013-04-20 08:04:45.457,2013-04-20 08:07:56.100,190.6,2013-04-20 08:06:20.778500
10,2013-04-20 16:20:22.463,2013-04-20 16:23:17.360,174.9,2013-04-20 16:21:49.911500
12,2013-04-20 02:06:21.970,2013-04-20 02:09:43.687,201.7,2013-04-20 02:08:02.828500
13,2013-04-20 04:30:36.760,2013-04-20 04:33:17.631,160.9,2013-04-20 04:31:57.195500
13,2013-04-20 19:55:14.854,2013-04-20 19:57:55.182,160.3,2013-04-20 19:56:35.018000
14,2013-04-20 10:59:30.404,2013-04-20 11:02:11.732,161.3,2013-04-20 11:00:51.068000
15,2013-04-20 06:33:30.953,2013-04-20 06:36:58.988,208.0,2013-04-20 06:35:14.970500
15,2013-04-20 13:09:16.022,2013-04-20 13:12:17.531,181.5,2013-04-20 13:10:46.776500
16,2013-04-20 19:00:14.018,2013-04-20 19:03:14.423,180.4,2013-04-20 19:01:44.220500
17,2013-04-20 12:47:00.665,2013-04-20 12:47:44.669,44.0,2013-04-20 12:47:22.667000
17,2013-04-20 22:43:42.916,2013-04-20 22:46:26.183,163.3,2013-04-20 22:45:04.549500
18,2013-04-20 05:24:51.793,2013-04-20 05:25:48.451,56.7,2013-04-20 05:25:20.122000
18,2013-04-20 19:04:08.038,2013-04-20 19:04:45.980,37.9,2013-04-20 19:04:27.009000
19,2013-04-20 11:55:57.324,2013-04-20 11:58:55.478,178.2,2013-04-20 11:57:26.401000
19,2013-04-20 21:58:43.582,2013-04-20 22:01:22.490,158.9,2013-04-20 22:00:03.036000
20,2013-04-20 03:07:32.657,2013-04-20 03:08:36.245,63.6,2013-04-20 03:08:04.451000
22,2013-04-20 03:58:09.016,2013-04-20 04:00:53.182,164.2,2013-04-20 03:59:31.099000
23,2013-04-20 21:20:04.181,2013-04-20 21:23:30.432,206.3,2013-04-20 21:21:47.306500
24,2013-04-20 07:08:56.871,2013-04-20 07:12:09.926,193.1,2013-04-20 07:10:33.398500
25,2013-04-20 16:00:40.086,2013-04-20 16:03:54.324,194.2,2013-04-20 16:02:17.205000
