task_id,start_time,end_time,window_length,best_time
0,2013-04-20 05:28:26.236,2013-04-20 05:30:10.870,104.6,2013-04-20 05:29:18.553000
0,2013-04-20 17:22:32.295,2013-04-20 17:25:12.753,160.5,2013-04-20 17:23:52.524000
1,2013-04-20 21:21:40.624,2013-04-20 21:24:46.825,186.2,2013-04-20 21:23:13.724500
2,2013-04-20 04:53:40.997,2013-04-20 04:56:24.085,163.1,2013-04-20 04:55:02.541000
2,2013-04-20 13:11:59.795,2013-04-20 13:15:30.578,210.8,2013-04-20 13:13:45.186500
3,2013-04-20 11:00:43.078,2013-04-20 11:03:19.835,156.8,2013-04-20 11:02:01.456500
3,2013-04-20 22:52:49.092,2013-04-20 22:55:57.004,187.9,2013-04-20 22:54:23.048000
4,2013-04-20 06:59:08.515,2013-04-20 07:02:53.765,225.3,2013-04-20 07:01:01.140000
5,2013-04-20 11:52:46.244,2013-04-20 11:56:17.888,211.6,2013-04-20 11:54:32.066000
6,2013-04-20 05:38:20.194,2013-04-20 05:40:57.861,157.7,2013-04-20 05:39:39.027500
6,2013-04-20 15:38:18.736,2013-04-20 15:41:48.836,210.1,2013-04-20 15:40:03.786000
7,2013-04-20 04:00:41.799,2013-04-20 04:04:28.643,226.8,2013-04-20 04:02:35.221000
7,2013-04-20 14:05:59.837,2013-04-20 14:08:46.251,166.4,2013-04-20 14:07:23.044000
8,2013-04-20 07:41:06.591,2013-04-20 07:44:50.715,224.1,2013-04-20 07:42:58.653000
8,2013-04-20 23:04:32.469,2013-04-20 23:04:51.917,19.4,2013-04-20 23:04:42.193000
10,2013-04-20 08:53:43.769,2013-04-20 08:57:12.798,209.0,2013-04-20 08:55:28.283500
10,2013-04-20 15:30:43.480,2013-04-20 15:34:34.461,231.0,2013-04-20 15:32:38.970500
11,2013-04-20 07:04:49.912,2013-04-20 07:07:38.457,168.5,2013-04-20 07:06:14.184500
11,2013-04-20 18:55:03.722,2013-04-20 18:57:43.647,159.9,2013-04-20 18:56:23.684500
12,2013-04-20 02:55:25.721,2013-04-20 02:58:46.786,201.1,2013-04-20 02:57:06.253500
12,2013-04-20 18:21:09.762,2013-04-20 18:23:49.183,159.4,2013-04-20 18:22:29.472500
14,2013-04-20 00:01:24.179,2013-04-20 00:05:08.738,224.6,2013-04-20 00:03:16.458500
14,2013-04-20 23:42:25.626,2013-04-20 23:46:09.974,224.3,2013-04-20 23:44:17.800000
15,2013-04-20 05:44:43.896,2013-04-20 05:47:36.747,172.9,2013-04-20 05:46:10.321500
15,2013-04-20 12:20:00.354,2013-04-20 12:23:18.697,198.3,2013-04-20 12:21:39.525500
16,2013-04-20 06:12:30.612,2013-04-20 06:15:35.245,184.6,2013-04-20 06:14:02.928500
17,2013-04-20 13:33:07.081,2013-04-20 13:36:35.108,208.0,2013-04-20 13:34:51.094500
18,2013-04-20 06:11:01.531,2013-04-20 06:14:44.081,222.6,2013-04-20 06:12:52.806000
18,2013-04-20 19:50:01.829,2013-04-20 19:53:45.415,223.6,2013-04-20 19:51:53.622000
20,2013-04-20 03:53:41.709,2013-04-20 03:53:52.350,10.6,2013-04-20 03:53:47.029500
20,2013-04-20 15:47:57.840,2013-04-20 15:50:33.320,155.5,2013-04-20 15:49:15.580000
21,2013-04-20 09:39:23.388,2013-04-20 09:42:02.666,159.3,2013-04-20 09:40:43.027000
21,2013-04-20 17:56:02.294,2013-04-20 17:58:48.949,166.7,2013-04-20 17:57:25.621500
22,2013-04-20 14:54:49.794,2013-04-20 14:58:11.504,201.7,2013-04-20 14:56:30.649000
23,2013-04-20 08:37:27.877,2013-04-20 08:40:06.795,158.9,2013-04-20 08:38:47.336000
24,2013-04-20 18:04:44.279,2013-04-20 18:08:02.338,198.1,2013-04-20 18:06:23.308500
25,2013-04-20 16:49:50.808,2013-04-20 16:52:49.880,179.1,2013-04-20 16:51:20.344000
25,2013-04-20 23:24:31.290,2013-04-20 23:27:53.029,201.7,2013-04-20 23:26:12.159500
26,2013-04-20 04:00:58.456,2013-04-20 04:04:30.125,211.7,2013-04-20 04:02:44.290500
26,2013-04-20 14:05:48.102,2013-04-20 14:08:31.717,163.6,2013-04-20 14:07:09.909500
27,2013-04-20 03:05:28.673,2013-04-20 03:08:04.960,156.3,2013-04-20 03:06:46.816500
28,2013-04-20 12:41:26.142,2013-04-20 12:44:41.406,195.3,2013-04-20 12:43:03.774000
28,2013-04-20 22:46:35.446,2013-04-20 22:50:05.364,209.9,2013-04-20 22:48:20.405000
29,2013-04-20 05:18:10.337,2013-04-20 05:21:32.486,202.1,2013-04-20 05:19:51.411500
29,2013-04-20 20:42:58.872,2013-04-20 20:45:48.388,169.5,2013-04-20 20:44:23.630000
30,2013-04-20 10:13:20.892,2013-04-20 10:14:47.316,86.4,2013-04-20 10:14:04.104000
31,2013-04-20 04:11:08.353,2013-04-20 04:13:53.199,164.8,2013-04-20 04:12:30.776000
31,2013-04-20 10:45:54.914,2013-04-20 10:48:33.094,158.2,2013-04-20 10:47:14.004000
33,2013-04-20 03:13:38.800,2013-04-20 03:17:06.600,207.8,2013-04-20 03:15:22.700000
33,2013-04-20 13:15:52.995,2013-04-20 13:19:39.212,226.2,2013-04-20 13:17:46.103500
34,2013-04-20 02:30:16.253,2013-04-20 02:34:04.933,228.7,2013-04-20 02:32:10.593000
36,2013-04-20 03:37:50.686,2013-04-20 03:40:34.406,163.7,2013-04-20 03:39:12.546000
36,2013-04-20 22:23:02.992,2013-04-20 22:26:02.191,179.2,2013-04-20 22:24:32.591500
37,2013-04-20 10:26:05.553,2013-04-20 10:29:08.865,183.3,2013-04-20 10:27:37.209000
37,2013-04-20 18:42:46.992,2013-04-20 18:45:28.101,161.1,2013-04-20 18:44:07.546500
38,2013-04-20 21:14:26.965,2013-04-20 21:17:05.452,158.5,2013-04-20 21:15:46.208500
39,2013-04-20 01:03:02.988,2013-04-20 01:06:00.326,177.3,2013-04-20 01:04:31.657000
39,2013-04-20 05:58:56.480,2013-04-20 06:02:42.161,225.7,2013-04-20 06:00:49.320500
39,2013-04-20 07:36:47.602,2013-04-20 07:36:56.146,8.5,2013-04-20 07:36:51.874000
40,2013-04-20 08:38:23.648,2013-04-20 08:41:56.144,212.5,2013-04-20 08:40:09.896000
40,2013-04-20 20:29:03.203,2013-04-20 20:32:50.054,226.9,2013-04-20 20:30:56.628500
41,2013-04-20 11:43:05.022,2013-04-20 11:43:20.929,15.9,2013-04-20 11:43:12.975500
46,2013-04-20 04:05:37.880,2013-04-20 04:08:16.087,158.2,2013-04-20 04:06:56.983500
47,2013-04-20 02:08:33.292,2013-04-20 02:11:18.309,165.0,2013-04-20 02:09:55.800500
47,2013-04-20 17:32:26.801,2013-04-20 17:35:08.509,161.7,2013-04-20 17:33:47.655000
48,2013-04-20 19:33:01.436,2013-04-20 19:36:01.691,180.3,2013-04-20 19:34:31.563500
49,2013-04-20 10:51:25.237,2013-04-20 10:54:41.239,196.0,2013-04-20 10:53:03.238000
51,2013-04-20 12:04:14.050,2013-04-20 12:07:41.060,207.0,2013-04-20 12:05:57.555000
51,2013-04-20 13:42:03.277,2013-04-20 13:42:22.182,18.9,2013-04-20 13:42:12.729500
51,2013-04-20 18:38:54.927,2013-04-20 18:41:32.368,157.4,2013-04-20 18:40:13.647500
52,2013-04-20 01:45:15.082,2013-04-20 01:47:56.414,161.3,2013-04-20 01:46:35.748000
52,2013-04-20 10:02:40.123,2013-04-20 10:05:20.844,160.7,2013-04-20 10:04:00.483500
53,2013-04-20 02:38:42.724,2013-04-20 02:41:29.210,166.5,2013-04-20 02:40:05.967000
53,2013-04-20 07:34:22.116,2013-04-20 07:37:06.528,164.4,2013-04-20 07:35:44.322000
54,2013-04-20 20:32:21.352,2013-04-20 20:36:00.310,219.0,2013-04-20 20:34:10.831000
55,2013-04-20 02:05:03.514,2013-04-20 02:07:56.676,173.2,2013-04-20 02:06:30.095000
55,2013-04-20 19:10:33.196,2013-04-20 19:13:13.651,160.5,2013-04-20 19:11:53.423500
57,2013-04-20 10:17:49.120,2013-04-20 10:19:39.650,110.5,2013-04-20 10:18:44.385000
58,2013-04-20 07:58:11.374,2013-04-20 08:00:58.641,167.3,2013-04-20 07:59:35.007500
58,2013-04-20 18:00:50.467,2013-04-20 18:04:14.814,204.3,2013-04-20 18:02:32.640500
59,2013-04-20 03:53:57.475,2013-04-20 03:57:38.774,221.3,2013-04-20 03:55:48.124500
59,2013-04-20 15:47:36.579,2013-04-20 15:50:15.804,159.2,2013-04-20 15:48:56.191500
61,2013-04-20 10:26:07.107,2013-04-20 10:29:49.253,222.1,2013-04-20 10:27:58.180000
61,2013-04-20 18:44:35.096,2013-04-20 18:47:19.237,164.1,2013-04-20 18:45:57.166500
62,2013-04-20 16:48:44.893,2013-04-20 16:51:38.558,173.7,2013-04-20 16:50:11.725500
62,2013-04-20 23:24:38.665,2013-04-20 23:27:17.280,158.6,2013-04-20 23:25:57.972500
63,2013-04-20 13:34:26.987,2013-04-20 13:38:16.791,229.8,2013-04-20 13:36:21.889000
63,2013-04-20 21:54:13.884,2013-04-20 21:57:10.254,176.4,2013-04-20 21:55:42.069000
64,2013-04-20 00:34:31.813,2013-04-20 00:37:13.091,161.3,2013-04-20 00:35:52.452000
64,2013-04-20 15:57:40.687,2013-04-20 16:00:30.889,170.2,2013-04-20 15:59:05.788000
65,2013-04-20 03:24:44.455,2013-04-20 03:27:38.439,174.0,2013-04-20 03:26:11.447000
65,2013-04-20 05:02:18.737,2013-04-20 05:02:33.275,14.5,2013-04-20 05:02:26.006000
65,2013-04-20 08:19:58.116,2013-04-20 08:23:34.723,216.6,2013-04-20 08:21:46.419500
65,2013-04-20 09:57:56.152,2013-04-20 10:01:47.017,230.9,2013-04-20 09:59:51.584500
66,2013-04-20 08:55:37.982,2013-04-20 08:58:22.805,164.8,2013-04-20 08:57:00.393500
66,2013-04-20 15:30:05.146,2013-04-20 15:32:52.077,166.9,2013-04-20 15:31:28.611500
67,2013-04-20 00:29:58.662,2013-04-20 00:33:57.573,238.9,2013-04-20 00:31:58.117500
67,2013-04-20 17:34:57.561,2013-04-20 17:37:43.601,166.0,2013-04-20 17:36:20.581000
68,2013-04-20 13:29:56.557,2013-04-20 13:32:59.182,182.6,2013-04-20 13:31:27.869500
68,2013-04-20 23:32:07.643,2013-04-20 23:35:19.574,191.9,2013-04-20 23:33:43.608500
69,2013-04-20 03:04:57.517,2013-04-20 03:05:27.368,29.9,2013-04-20 03:05:12.442500
69,2013-04-20 16:38:32.902,2013-04-20 16:41:10.314,157.4,2013-04-20 16:39:51.608000
71,2013-04-20 06:19:40.502,2013-04-20 06:23:09.401,208.9,2013-04-20 06:21:24.951500
71,2013-04-20 18:05:07.138,2013-04-20 18:05:34.581,27.4,2013-04-20 18:05:20.859500
72,2013-04-20 05:15:46.226,2013-04-20 05:19:35.123,228.9,2013-04-20 05:17:40.674500
73,2013-04-20 10:29:51.995,2013-04-20 10:32:34.036,162.0,2013-04-20 10:31:13.015500
73,2013-04-20 17:04:54.628,2013-04-20 17:07:32.544,157.9,2013-04-20 17:06:13.586000
76,2013-04-20 08:36:47.244,2013-04-20 08:40:00.405,193.2,2013-04-20 08:38:23.824500
77,2013-04-20 12:04:55.823,2013-04-20 12:07:37.838,162.0,2013-04-20 12:06:16.830500
77,2013-04-20 18:39:40.418,2013-04-20 18:42:20.296,159.9,2013-04-20 18:41:00.357000
78,2013-04-20 03:03:52.780,2013-04-20 03:07:08.617,195.8,2013-04-20 03:05:30.698500
79,2013-04-20 16:42:55.608,2013-04-20 16:45:33.421,157.8,2013-04-20 16:44:14.514500
80,2013-04-20 07:13:26.730,2013-04-20 07:13:59.930,33.2,2013-04-20 07:13:43.330000
81,2013-04-20 06:31:46.490,2013-04-20 06:34:30.857,164.4,2013-04-20 06:33:08.673500
81,2013-04-20 13:07:45.750,2013-04-20 13:08:27.982,42.2,2013-04-20 13:08:06.866000
82,2013-04-20 08:03:31.782,2013-04-20 08:06:11.897,160.1,2013-04-20 08:04:51.839500
82,2013-04-20 16:21:28.610,2013-04-20 16:24:34.821,186.2,2013-04-20 16:23:01.715500
83,2013-04-20 02:11:58.584,2013-04-20 02:15:18.431,199.8,2013-04-20 02:13:38.507500
84,2013-04-20 00:10:07.437,2013-04-20 00:13:41.939,214.5,2013-04-20 00:11:54.688000
84,2013-04-20 08:26:35.606,2013-04-20 08:29:19.738,164.1,2013-04-20 08:27:57.672000
85,2013-04-20 06:29:57.257,2013-04-20 06:32:39.744,162.5,2013-04-20 06:31:18.500500
85,2013-04-20 14:46:16.187,2013-04-20 14:49:03.256,167.1,2013-04-20 14:47:39.721500
87,2013-04-20 17:23:14.743,2013-04-20 17:26:04.489,169.7,2013-04-20 17:24:39.616000
88,2013-04-20 05:26:15.815,2013-04-20 05:29:25.050,189.2,2013-04-20 05:27:50.432500
89,2013-04-20 05:19:22.275,2013-04-20 05:20:01.285,39.0,2013-04-20 05:19:41.780000
91,2013-04-20 04:25:54.631,2013-04-20 04:29:20.846,206.2,2013-04-20 04:27:37.738500
91,2013-04-20 21:31:44.590,2013-04-20 21:35:00.531,195.9,2013-04-20 21:33:22.560500
92,2013-04-20 12:34:41.174,2013-04-20 12:37:39.149,178.0,2013-04-20 12:36:10.161500
93,2013-04-20 08:05:28.280,2013-04-20 08:08:18.911,170.6,2013-04-20 08:06:53.595500
93,2013-04-20 16:20:59.848,2013-04-20 16:24:55.002,235.2,2013-04-20 16:22:57.425000
94,2013-04-20 11:09:41.942,2013-04-20 11:12:52.343,190.4,2013-04-20 11:11:17.142500
94,2013-04-20 21:09:08.850,2013-04-20 21:12:20.699,191.8,2013-04-20 21:10:44.774500
95,2013-04-20 14:24:04.220,2013-04-20 14:27:07.464,183.2,2013-04-20 14:25:35.842000
95,2013-04-20 22:40:20.912,2013-04-20 22:43:58.366,217.5,2013-04-20 22:42:09.639000
96,2013-04-20 17:58:44.148,2013-04-20 18:01:51.107,187.0,2013-04-20 18:00:17.627500
97,2013-04-20 11:54:09.688,2013-04-20 11:56:55.210,165.5,2013-04-20 11:55:32.449000
97,2013-04-20 22:01:56.454,2013-04-20 22:02:35.193,38.7,2013-04-20 22:02:15.823500
98,2013-04-20 12:54:17.705,2013-04-20 12:57:04.074,166.4,2013-04-20 12:55:40.889500
98,2013-04-20 17:49:55.826,2013-04-20 17:52:48.884,173.1,2013-04-20 17:51:22.355000
99,2013-04-20 06:53:45.589,2013-04-20 06:57:27.428,221.8,2013-04-20 06:55:36.508500
99,2013-04-20 22:15:06.317,2013-04-20 22:18:35.335,209.0,2013-04-20 22:16:50.826000
